,NÚMERO DE INSCRIÇÃO,SITUAÇÃO,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,ANO
10011,47101148921,Presente,A,D,B,E,C,E,B,A,B,B,E,C,D,B,C,A,E,E,A,A,A,D,A,B,E,E,B,D,D,C,D,E,B,A,B,B,A,A,E,D,B,D,E,D,C,B,A,A,A,C,E,A,E,D,D,A,B,C,A,A,A,D,A,E,B,E,C,E,B,E,2018
10012,47101160476,Presente,E,D,B,E,D,B,D,A,C,B,B,C,D,D,C,D,D,E,C,A,A,A,A,A,E,D,B,D,C,C,E,E,C,B,C,B,C,D,A,A,B,A,A,D,D,B,A,E,D,C,D,B,E,A,A,D,A,A,D,C,B,D,D,A,B,E,C,B,A,A,2018
10014,47101173641,Presente,E,B,D,E,A,C,A,E,D,C,B,D,B,E,C,A,D,B,B,A,E,B,D,A,D,B,B,D,C,C,B,E,C,E,B,D,B,A,D,A,C,A,A,E,E,C,A,B,D,A,D,D,E,D,E,D,B,D,B,C,D,D,B,A,B,A,C,D,E,C,2018
10015,47101175014,Presente,A,C,D,B,B,E,A,C,B,C,B,C,D,E,C,D,B,E,C,A,A,D,E,A,C,E,A,E,A,C,E,C,E,D,A,B,A,A,E,E,A,C,C,D,D,B,C,A,B,A,A,B,E,D,D,A,A,E,D,D,E,D,C,B,B,A,C,E,A,A,2018
10016,47101167550,Presente,B,C,C,E,A,E,A,B,A,A,C,E,C,E,A,A,D,D,B,E,D,C,E,D,E,A,B,D,E,C,C,B,C,B,B,B,E,A,C,B,A,D,C,E,A,B,C,B,D,D,E,A,E,D,A,D,B,C,D,C,A,D,E,A,B,E,B,B,D,C,2018
10019,47101159860,Presente,B,A,C,A,E,B,D,E,C,A,D,C,D,B,C,D,A,C,D,A,A,D,A,B,E,E,B,D,D,D,C,E,E,E,B,E,E,C,D,D,D,D,D,D,B,C,C,A,C,D,E,B,E,E,E,D,D,A,A,C,C,D,D,B,B,A,C,D,E,C,2018
10020,47101176872,Presente,D,C,A,E,D,B,B,A,C,A,E,B,D,C,C,B,D,D,D,A,E,A,E,A,E,D,B,D,A,C,B,E,A,B,B,B,E,D,D,E,E,D,C,D,C,D,A,A,D,C,D,E,E,D,A,A,D,C,A,D,C,D,D,A,B,E,B,A,C,A,2018
10021,47101150641,Presente,C,C,A,D,E,D,E,E,B,B,E,D,B,C,A,D,C,C,B,E,E,D,D,C,B,E,C,D,E,A,E,E,B,A,B,B,B,A,B,D,C,D,C,E,B,C,D,C,B,A,C,B,A,D,D,E,B,D,E,D,B,D,D,A,C,E,C,C,A,E,2018
10022,47101171703,Presente,D,B,A,D,D,A,A,D,C,C,B,E,D,E,C,A,C,E,C,A,A,E,E,A,E,D,B,E,B,C,E,C,E,E,C,B,A,D,E,A,A,A,B,D,A,C,D,B,E,A,C,D,A,D,B,B,A,E,D,B,E,D,B,A,B,E,C,A,A,A,2018
10023,47101153670,Presente,B,B,A,D,B,B,C,A,D,C,B,D,B,B,C,A,C,B,D,B,B,D,A,D,C,B,A,A,D,B,C,E,B,A,B,B,B,C,D,B,D,A,D,B,C,A,B,C,B,A,D,E,A,D,A,B,A,C,B,C,B,D,C,D,B,A,C,C,C,A,2018
10024,47101174910,Presente,E,D,B,A,D,A,D,A,E,C,E,E,D,C,A,A,D,E,E,A,A,B,A,A,C,E,B,D,D,C,E,D,E,E,C,E,B,D,D,A,C,A,C,D,C,A,D,A,C,D,A,D,E,D,A,C,A,B,B,B,A,D,B,A,E,C,C,C,D,A,2018
10025,47101175289,Presente,D,C,B,C,D,C,A,B,B,A,E,E,A,B,C,D,B,C,B,A,A,C,A,A,C,A,B,A,E,C,C,C,A,A,C,B,A,A,A,B,A,A,A,D,E,C,E,D,A,D,D,B,E,A,B,A,D,D,B,D,C,D,C,A,B,C,E,C,B,D,2018
10026,47101160167,Presente,C,C,C,E,C,D,D,D,D,D,B,C,D,C,C,C,D,C,C,A,C,A,A,A,E,D,B,C,C,D,E,E,E,B,B,B,C,D,A,D,D,C,C,D,B,A,C,A,C,E,C,C,E,D,A,D,B,C,B,B,A,D,D,D,B,C,C,D,C,A,2018
10027,47101148953,Presente,A,C,A,C,C,C,D,C,C,B,E,E,D,B,C,D,D,E,D,A,A,D,E,B,C,D,B,D,E,C,E,E,B,E,B,D,A,D,A,B,C,D,D,D,B,A,B,B,D,A,D,E,A,A,B,D,C,E,D,C,E,C,D,A,B,E,C,D,A,C,2018
10028,47101176782,Presente,B,A,B,E,D,C,C,D,C,A,B,C,E,D,B,D,D,C,C,A,A,A,A,B,E,D,B,B,E,C,E,E,E,B,C,E,A,A,C,D,E,A,D,D,C,B,A,A,C,D,A,A,A,D,B,D,B,A,E,B,D,D,A,A,B,A,C,C,A,A,2018
10029,47101175404,Presente,E,A,C,A,D,B,D,D,B,B,B,C,D,C,D,A,D,B,E,A,C,D,A,A,C,D,B,D,D,C,B,E,E,E,C,D,A,B,D,D,E,D,C,D,A,E,C,B,E,A,B,A,E,D,B,D,B,E,B,D,A,D,C,A,B,A,C,C,C,C,2018
10030,47101173313,Presente,D,D,D,C,C,B,D,B,B,B,E,C,D,A,C,C,D,C,C,A,C,D,B,B,D,E,B,B,D,C,E,E,E,E,C,B,C,D,A,E,E,D,E,A,B,B,C,B,A,E,A,A,E,D,A,D,B,E,B,C,A,D,A,B,B,E,C,A,C,A,2018
10031,47101158979,Presente,E,A,B,E,D,B,D,A,B,B,B,C,D,B,C,D,D,D,D,B,C,A,E,A,C,D,B,D,E,C,E,E,E,E,A,B,E,D,E,D,C,E,D,D,A,C,C,A,E,E,B,D,E,D,B,D,C,C,B,E,A,D,D,C,B,E,D,D,A,A,2018
10032,47101147979,Presente,E,C,B,E,A,C,A,D,C,B,E,D,A,B,D,E,B,E,C,A,B,D,D,A,C,C,B,C,E,C,E,E,B,E,B,C,B,A,E,C,E,D,D,E,E,E,B,A,D,A,A,C,E,E,C,D,E,D,A,A,B,D,D,D,B,C,E,B,D,B,2018
10034,47101154641,Presente,D,A,A,A,C,A,B,D,C,C,B,C,C,E,D,A,D,C,C,A,A,A,A,A,D,D,B,D,C,C,B,E,B,E,A,B,C,D,C,A,E,D,D,D,C,A,C,A,C,B,D,E,E,A,C,A,D,E,B,C,A,D,D,C,B,C,B,A,A,C,2018
10035,47101176711,Presente,A,D,C,E,C,C,E,E,B,A,A,E,A,E,A,C,A,A,B,A,A,D,D,A,E,B,B,C,C,D,B,E,D,E,B,B,B,A,D,B,B,A,D,D,C,D,D,A,B,B,A,C,A,A,A,A,B,D,A,A,C,D,B,E,D,C,D,C,E,D,2018
10036,47101173667,Presente,E,C,B,E,B,C,A,D,C,B,E,A,D,C,C,E,A,B,E,B,C,A,C,A,C,D,B,C,E,C,B,C,B,E,B,B,C,D,B,C,C,D,A,D,D,A,A,C,A,A,B,D,E,E,B,E,D,E,B,E,C,D,A,A,E,E,C,B,A,C,2018
10037,47101162703,Presente,D,B,C,A,D,D,A,C,C,D,C,C,D,E,D,A,D,C,B,E,C,D,E,A,B,B,A,D,D,C,E,D,D,E,D,D,D,C,D,E,D,D,D,D,E,E,E,D,C,D,C,C,D,D,E,D,C,C,D,D,D,D,D,C,B,C,D,D,D,A,2018
10039,47101148933,Presente,E,D,A,E,A,A,D,C,C,A,E,E,D,A,C,A,C,E,D,A,C,C,D,A,C,A,B,D,E,C,B,E,E,E,E,E,C,D,A,D,E,A,D,B,C,C,B,A,D,B,A,E,A,D,A,D,B,C,B,D,D,A,D,E,A,D,C,D,B,A,2018
10040,47101147660,Presente,C,E,C,E,A,B,D,C,A,B,B,C,D,D,C,D,A,C,C,A,A,D,A,B,A,E,B,C,B,C,D,E,A,E,B,B,A,D,A,D,C,D,A,D,C,A,E,E,D,A,B,B,E,D,C,B,D,A,B,D,E,D,C,C,B,D,D,B,C,C,2018
10041,47101156710,Presente,A,C,C,A,C,C,A,C,C,E,E,E,B,A,A,A,C,A,E,A,C,D,A,A,C,A,B,E,E,C,E,E,B,D,D,B,B,D,A,D,A,B,C,B,E,C,C,B,C,D,A,E,E,A,A,D,E,C,A,E,A,D,C,A,A,E,C,C,C,A,2018
10042,47101174959,Presente,D,D,C,C,A,C,D,B,D,C,B,C,D,B,C,C,B,B,C,A,C,D,A,A,D,B,B,E,E,C,E,B,B,D,E,B,B,D,C,E,E,E,C,B,D,B,D,C,A,C,E,B,E,E,D,D,C,D,C,B,A,D,C,B,B,E,C,D,A,C,2018
10043,47101174362,Presente,B,D,E,D,D,D,A,E,B,B,B,E,D,C,C,C,D,C,E,A,C,C,D,A,C,D,B,E,E,C,E,D,B,C,B,B,D,D,D,A,E,D,D,D,C,A,C,E,D,B,A,D,E,A,A,E,E,E,B,D,A,D,D,A,C,E,D,D,B,C,2018
10044,47101173431,Presente,C,B,C,C,C,E,A,D,D,B,C,E,D,B,C,D,B,A,D,A,B,D,A,B,D,D,B,D,B,C,E,E,B,B,B,C,A,A,E,D,D,A,E,D,C,C,A,B,D,A,D,D,E,D,A,E,C,C,B,E,E,D,B,A,B,C,B,D,C,C,2018
10045,47101174201,Presente,A,C,B,E,C,D,C,D,B,A,E,B,D,A,C,A,A,C,E,A,B,A,A,B,C,D,B,D,B,C,B,D,A,E,B,B,E,B,D,D,C,A,C,D,D,C,E,A,C,A,B,D,E,D,D,D,A,A,D,C,A,D,D,A,B,D,B,B,A,A,2018
10049,47101175474,Presente,B,C,C,A,E,B,D,A,C,C,E,B,D,A,E,E,D,C,B,A,E,B,D,A,A,C,B,D,E,C,B,A,B,E,C,E,E,D,A,B,B,A,C,D,A,A,E,B,C,D,E,A,E,D,A,A,C,B,C,A,B,D,D,A,B,E,B,C,D,C,2018
10051,47101159106,Presente,D,D,A,C,C,B,C,A,B,B,E,B,D,E,D,C,D,C,D,A,C,A,A,A,E,D,B,D,E,C,E,D,B,E,B,E,C,D,E,D,D,D,C,D,C,B,C,A,E,A,C,E,A,B,A,D,B,E,B,B,A,D,D,A,B,E,C,D,A,A,2018
10052,47102177033,Presente,D,C,C,A,C,C,A,E,D,C,B,E,D,B,D,A,D,E,D,A,C,D,A,A,E,E,B,D,E,C,C,E,A,E,A,E,C,D,D,A,E,A,E,D,D,E,C,A,A,A,B,B,E,D,A,A,E,A,B,D,E,D,C,D,C,C,B,E,C,D,2018
10053,47101148497,Presente,C,D,B,D,C,D,D,D,D,A,D,A,D,D,E,D,D,D,D,A,D,A,A,B,E,D,B,C,D,C,B,C,A,D,B,B,D,A,D,D,D,C,D,D,D,D,D,D,D,D,D,D,A,D,E,A,E,D,D,A,D,D,D,A,B,E,C,D,C,A,2018
10054,47101174419,Presente,E,A,E,A,B,C,A,D,B,A,E,E,E,C,E,D,B,C,C,E,C,D,A,E,C,D,B,A,E,C,B,E,B,D,B,B,A,A,B,E,C,D,D,D,E,B,C,E,B,C,A,D,E,D,B,A,C,C,A,C,A,D,A,C,E,E,A,D,B,A,2018
10055,47101175143,Presente,E,C,E,E,D,C,A,B,B,A,C,C,D,B,A,B,B,B,D,A,C,D,A,C,C,D,B,D,E,C,B,D,A,B,A,B,C,D,B,E,A,A,D,D,A,C,D,D,D,A,D,C,B,A,A,A,A,C,B,B,A,D,C,A,B,C,C,C,D,E,2018
10058,47101176545,Presente,E,D,B,E,C,D,A,A,C,E,B,E,D,C,C,D,D,B,D,A,A,B,D,A,E,D,B,E,D,C,E,C,A,B,C,B,A,D,E,C,C,D,D,D,E,A,C,A,C,B,D,B,E,A,B,C,A,A,C,C,B,D,D,C,E,E,C,B,E,C,2018
10060,47101175721,Presente,B,A,B,E,C,B,C,A,B,B,B,C,D,D,C,D,D,B,C,A,C,D,B,A,E,D,B,B,E,C,E,E,E,A,E,B,C,D,C,B,B,A,D,B,B,E,C,A,B,A,B,E,E,D,B,D,D,E,D,C,A,D,C,D,B,E,C,D,A,A,2018
10062,47101170538,Presente,D,C,B,B,C,E,C,D,B,A,E,C,D,B,C,A,E,B,C,E,C,B,D,D,E,A,B,D,D,C,E,D,E,E,B,A,A,D,E,B,C,E,C,C,A,C,D,A,C,A,E,E,A,D,A,C,E,B,A,C,B,D,E,A,B,E,C,D,E,C,2018
10064,47101146694,Presente,E,C,B,D,D,A,D,C,B,D,D,E,D,B,A,D,B,C,D,A,B,C,B,E,C,B,B,D,D,C,C,E,E,B,B,D,B,A,A,A,C,D,B,D,C,B,D,A,D,A,B,C,A,A,E,D,B,A,B,C,B,D,D,A,B,C,C,D,A,D,2018
10066,47101176176,Presente,E,A,B,E,D,B,C,A,E,A,C,E,B,C,A,C,D,C,B,E,D,B,A,E,D,B,B,B,E,C,A,E,B,B,A,B,C,A,E,B,C,D,E,D,C,D,C,A,B,C,A,B,E,D,D,E,D,C,B,D,B,C,B,C,C,E,C,D,D,A,2018
10067,47101174823,Presente,A,C,B,E,C,B,C,A,D,B,E,E,C,A,C,D,B,E,D,A,C,C,A,E,E,D,B,E,E,C,C,A,B,B,B,B,B,A,A,A,E,C,C,D,A,D,B,A,B,A,A,E,A,A,C,A,E,C,B,D,A,D,E,C,B,E,B,D,A,C,2018
10068,47102150569,Presente,D,C,D,B,B,D,C,C,D,A,E,C,C,B,C,A,C,E,A,B,E,D,A,D,C,D,B,D,C,D,E,E,B,E,A,B,B,D,D,D,E,A,B,D,D,B,C,B,C,B,B,D,A,D,A,D,D,A,B,D,B,A,B,A,B,C,B,D,D,E,2018
10069,47101174399,Presente,E,D,A,A,B,B,C,D,D,A,B,A,D,D,C,D,B,C,C,A,A,C,D,A,C,E,B,D,E,C,E,C,B,C,B,E,B,D,D,D,E,C,B,D,D,B,B,B,C,B,D,E,E,E,A,E,D,D,D,B,E,D,D,C,B,C,C,B,A,A,2018
10070,47101150951,Presente,C,C,C,D,D,D,D,D,D,D,E,E,D,C,D,D,A,D,D,D,C,B,D,B,D,C,B,D,D,C,E,E,A,D,B,B,D,C,D,D,D,D,D,D,D,C,D,D,C,D,C,D,D,D,B,D,C,B,E,A,E,D,D,B,C,A,C,C,B,A,2018
10071,47101175903,Presente,B,D,A,C,A,B,D,C,D,C,C,B,D,D,E,A,B,C,D,A,C,A,A,A,E,E,B,D,B,C,C,C,C,B,B,B,D,D,C,E,E,D,C,D,A,A,D,E,D,C,E,C,E,A,D,D,A,C,B,B,B,D,B,A,E,E,C,D,A,E,2018
10073,47101151407,Presente,D,A,A,E,C,D,C,A,D,B,E,D,C,D,C,D,E,D,D,A,C,A,A,E,D,D,B,D,E,C,E,E,B,D,A,B,C,D,C,D,D,E,C,D,C,A,E,A,D,E,A,D,E,A,B,D,D,A,B,A,A,D,D,A,B,E,A,D,C,C,2018
10074,47101176519,Presente,D,A,C,C,C,A,B,A,C,B,A,E,E,D,C,A,B,D,D,A,D,E,A,D,E,E,B,C,D,C,E,E,A,B,B,B,A,E,A,C,C,E,C,D,E,E,B,D,A,A,B,C,E,E,D,D,D,D,B,E,E,D,D,A,B,A,C,E,E,E,2018
10075,47101176315,Presente,C,E,B,C,B,B,A,D,C,A,D,E,A,B,A,C,D,A,C,A,A,D,B,A,E,A,B,D,E,C,A,E,B,B,B,E,B,C,E,A,E,A,D,E,A,B,C,C,C,A,A,B,B,C,E,D,E,A,B,D,B,D,B,D,E,E,E,A,E,A,2018
10076,47101169575,Presente,E,C,C,C,C,C,C,C,C,C,D,C,C,C,E,A,A,C,E,A,C,D,B,A,D,D,B,D,C,B,E,D,B,D,C,E,B,D,D,D,A,C,C,C,C,E,C,C,C,A,B,C,A,D,C,C,C,D,B,B,A,A,C,A,D,C,D,C,A,C,2018
10078,47101172632,Presente,E,D,A,E,C,B,A,C,D,D,E,E,D,A,C,D,D,C,E,A,C,B,D,A,C,B,B,E,E,C,A,E,E,A,E,E,A,A,D,C,C,B,C,E,D,B,C,E,D,C,D,E,E,A,A,E,A,D,D,D,B,D,B,A,B,E,C,D,A,A,2018
10079,47101172942,Presente,E,B,C,A,D,C,A,B,E,C,B,C,D,A,C,A,D,B,E,C,A,B,D,C,E,A,B,D,E,C,A,D,A,B,C,E,A,D,B,E,C,B,D,A,C,A,D,B,C,B,D,A,E,D,D,A,C,B,E,A,D,A,E,C,B,A,C,E,D,C,2018
10081,47101146160,Presente,B,C,C,D,B,A,A,C,D,A,E,D,D,C,A,A,A,C,D,A,A,C,D,A,D,D,B,A,C,C,B,E,E,E,C,E,A,A,C,B,C,C,D,C,D,A,B,D,C,B,D,A,A,D,B,A,B,E,B,A,A,D,C,D,B,C,D,E,A,D,2018
10083,47101168067,Presente,C,C,C,*,E,E,D,C,C,B,E,E,C,E,D,C,B,B,B,A,D,D,E,E,C,B,B,E,A,B,B,E,B,E,B,C,B,D,E,B,A,D,C,D,A,C,A,D,D,C,D,B,E,D,A,C,A,D,B,C,A,D,B,B,D,C,B,C,E,C,2018
10085,47101172492,Presente,A,A,B,E,C,B,C,A,C,B,B,C,D,E,C,A,D,D,C,A,C,D,A,A,E,D,B,D,D,C,E,E,E,B,C,B,C,D,E,B,E,D,B,D,B,A,D,A,C,E,D,A,E,D,A,D,B,C,B,D,A,D,B,A,B,E,C,C,C,C,2018
10087,47101173534,Presente,E,B,B,C,D,D,A,D,B,B,C,B,E,A,A,D,A,E,E,A,B,B,B,A,C,D,B,A,B,C,E,C,D,E,A,B,C,D,E,E,A,C,B,D,D,B,D,E,C,E,D,C,A,D,A,C,C,E,D,B,B,A,B,A,B,A,D,A,A,E,2018
10088,47101175308,Presente,E,C,A,B,C,C,D,A,A,A,B,E,D,C,A,E,D,C,C,A,C,D,A,A,E,D,B,D,E,C,E,E,E,E,B,B,E,D,E,D,E,D,D,D,D,A,A,A,B,C,A,C,E,E,E,A,D,E,B,B,A,D,D,A,B,E,A,C,A,A,2018
10089,47102177301,Presente,E,A,C,C,E,A,D,A,B,A,B,A,C,E,C,A,D,A,B,A,C,D,A,A,E,D,B,D,C,C,A,E,B,E,B,E,C,D,A,B,E,D,B,D,B,B,B,A,B,E,B,D,E,D,A,A,A,E,D,C,A,B,D,A,B,A,A,A,A,A,2018
10090,47102176220,Presente,B,D,B,A,D,B,D,C,B,B,B,C,D,A,C,D,D,E,C,A,C,A,A,E,D,E,B,D,C,B,C,E,B,E,C,B,D,D,A,B,C,A,D,D,C,E,A,A,C,A,E,B,E,D,D,A,E,D,D,B,E,D,C,A,B,E,A,D,E,A,2018
10091,47101165574,Presente,E,C,B,E,C,A,A,A,D,A,C,E,D,C,C,C,A,B,C,A,C,C,D,B,D,D,B,D,A,C,D,E,B,E,A,A,C,D,B,A,E,A,D,D,B,E,B,E,C,A,E,C,E,D,D,B,E,D,D,B,D,D,B,D,A,E,C,D,A,D,2018
10092,47101171806,Presente,E,D,B,A,C,B,C,C,C,A,B,D,D,C,C,D,D,A,C,A,B,A,B,A,E,A,B,D,C,C,E,E,B,E,A,B,C,D,D,D,D,A,B,D,A,A,C,A,D,A,C,B,E,D,A,E,B,E,B,C,C,D,D,E,B,E,D,C,C,A,2018
10094,47101175209,Presente,E,D,A,C,B,B,A,B,C,B,E,E,B,C,C,A,A,C,D,A,C,D,C,A,C,B,B,D,E,C,D,C,B,E,B,E,B,D,E,C,C,D,A,D,B,C,D,A,B,C,A,A,E,D,A,D,E,C,D,C,B,D,C,D,B,C,C,B,E,E,2018
10095,47101174996,Presente,E,A,C,E,D,C,E,D,A,B,B,C,D,D,A,B,D,D,D,A,C,A,E,B,E,D,B,D,E,C,E,C,E,E,B,B,A,D,D,A,C,D,D,D,A,C,D,B,C,E,A,E,E,A,A,D,D,B,B,D,A,D,C,A,B,E,B,B,E,C,2018
10099,47101147246,Presente,A,A,B,E,C,B,C,A,E,E,E,D,C,A,C,D,A,C,D,A,C,D,E,A,E,E,B,D,D,D,B,E,E,E,B,B,B,A,A,B,C,D,D,D,C,C,C,A,C,A,E,E,E,D,A,D,D,C,D,D,A,D,D,A,B,A,D,D,A,C,2018
10100,47101156176,Presente,A,C,A,E,D,B,E,C,C,B,A,D,D,C,C,D,D,C,D,A,A,A,A,A,C,D,B,D,E,C,E,E,E,A,C,E,C,D,D,A,B,D,C,D,B,B,A,A,C,D,C,C,E,A,C,D,E,C,A,B,C,D,D,A,B,E,C,C,A,C,2018
10104,47101171451,Presente,B,D,C,A,C,C,A,E,E,B,A,C,D,E,A,D,D,D,C,E,A,A,D,B,E,D,B,D,E,C,E,B,E,D,A,B,C,D,D,C,C,D,E,D,B,A,A,A,E,A,C,B,E,A,B,D,B,E,C,D,E,D,D,B,B,C,C,A,A,E,2018
10106,47102176454,Presente,B,A,C,D,C,B,A,D,C,A,C,E,D,B,A,A,D,C,E,A,A,D,B,B,E,D,A,B,D,C,E,E,A,E,B,E,B,A,D,A,E,A,D,B,A,C,A,B,D,A,B,E,E,D,D,D,E,B,C,C,E,A,D,A,E,E,D,E,A,E,2018
10109,47101174381,Presente,E,A,B,E,C,B,C,A,E,B,B,C,D,E,C,D,D,E,C,A,A,D,D,A,C,D,B,C,A,C,E,E,B,C,C,E,B,A,A,D,A,D,B,D,A,C,D,A,D,E,B,A,E,D,D,A,A,E,B,C,A,D,C,A,C,E,B,C,A,A,2018
10110,47101172482,Presente,E,A,D,C,C,D,A,A,B,C,B,E,C,D,C,A,B,A,C,E,C,D,A,A,E,D,B,D,D,C,E,A,E,B,B,B,A,D,D,C,D,E,A,D,C,A,A,C,C,B,E,A,E,D,B,D,A,C,A,D,A,D,D,A,B,C,C,D,A,C,2018
10113,47101174411,Presente,A,D,C,A,B,A,C,A,A,B,B,D,D,C,C,E,D,C,E,A,C,D,A,B,A,B,B,A,D,C,E,E,A,E,B,D,B,D,A,E,A,A,D,D,C,C,D,B,B,C,A,B,A,A,B,E,B,C,B,C,E,D,B,A,B,C,B,C,C,A,2018
10114,47101175469,Presente,A,C,B,E,D,C,D,A,C,C,E,B,D,A,D,A,A,E,D,A,C,A,A,B,E,D,B,D,D,C,E,E,B,E,B,E,C,D,E,A,E,D,D,B,A,B,E,B,D,D,C,E,E,D,B,E,C,B,B,B,A,D,A,A,B,C,E,C,A,A,2018
10116,47101150924,Presente,E,C,B,D,E,C,E,B,C,B,C,E,C,D,A,C,A,C,C,D,E,C,A,E,D,D,A,C,D,A,B,E,D,B,E,D,D,C,C,C,A,A,B,A,D,D,D,B,C,E,E,E,E,A,B,D,D,A,B,D,A,D,B,A,E,A,C,C,A,D,2018
10117,47101175883,Presente,D,B,C,D,D,A,C,D,A,B,E,E,D,B,C,A,D,C,D,B,A,A,D,B,C,D,B,D,B,C,B,E,B,A,C,C,B,D,D,D,C,A,D,B,A,C,B,D,A,C,A,B,A,D,D,D,E,C,B,B,A,D,C,A,B,E,D,D,A,A,2018
10118,47101174568,Presente,A,A,A,E,D,A,A,A,A,A,D,E,B,A,B,C,A,A,A,A,A,B,A,A,A,D,B,E,E,C,B,C,E,C,B,B,C,B,C,C,D,D,D,D,A,E,D,E,A,A,B,C,E,B,E,D,B,A,A,E,D,D,A,A,A,E,C,A,A,C,2018
10119,47101146540,Presente,E,E,E,C,C,A,B,A,E,A,C,D,D,E,A,D,B,E,E,A,C,D,D,E,E,D,A,A,A,C,B,E,C,B,A,E,A,D,C,A,E,D,A,D,A,B,D,C,A,B,A,B,E,A,B,E,B,B,C,E,B,D,B,A,D,C,C,B,B,A,2018
10120,47101147238,Presente,A,C,C,C,C,C,C,C,C,C,D,E,C,C,C,C,B,C,C,C,E,E,A,C,B,D,B,A,C,C,A,D,C,E,B,C,B,D,E,E,E,A,E,D,B,A,C,D,E,D,D,A,E,D,A,D,D,D,B,C,B,D,B,C,B,A,C,E,A,A,2018
10121,47101155253,Presente,B,C,B,E,C,B,A,A,C,A,E,C,B,C,C,A,D,E,C,A,A,D,A,B,D,E,B,E,D,C,D,E,B,B,C,B,B,D,D,D,C,A,C,A,B,B,D,A,B,A,D,B,A,E,C,D,E,E,B,D,E,A,C,A,D,A,C,D,A,C,2018
10122,47101175249,Presente,D,E,B,E,C,D,A,A,C,A,E,E,D,A,C,A,D,B,E,A,C,D,C,E,E,D,B,D,C,C,A,B,B,E,C,B,C,D,A,C,C,A,E,C,C,B,E,E,E,D,E,D,A,D,A,D,E,C,B,B,A,D,D,B,B,C,B,D,A,A,2018
10123,47101173154,Presente,A,A,B,E,C,B,C,A,B,B,B,C,D,A,C,D,D,E,C,A,C,A,A,B,E,B,B,D,C,C,E,E,B,D,E,B,C,D,C,D,D,D,D,D,B,A,A,A,D,C,D,A,E,D,B,D,D,C,D,B,E,D,D,C,B,D,A,D,C,A,2018
10124,47101147771,Presente,E,D,C,E,C,B,C,A,D,A,B,D,D,A,C,A,A,A,D,A,A,A,E,B,C,D,B,D,E,A,E,C,B,E,E,B,B,D,A,D,E,D,D,D,B,C,C,B,A,E,A,B,E,A,C,D,A,E,B,E,D,D,C,A,B,E,B,C,A,C,2018
10125,47101172704,Presente,E,E,A,C,E,C,C,A,B,A,E,B,B,C,C,D,D,B,C,C,C,B,A,B,D,E,B,D,E,D,C,E,C,B,C,E,C,B,A,A,C,A,B,B,C,E,A,E,C,B,E,B,A,B,D,A,B,D,B,E,C,B,A,C,B,C,D,C,C,A,2018
10126,47101152583,Presente,A,D,A,E,C,B,A,C,C,B,E,E,D,B,C,D,D,E,D,A,C,C,A,E,D,E,B,E,D,D,E,B,A,B,E,B,C,B,E,A,E,D,E,D,D,A,E,A,B,A,E,A,E,A,E,D,B,C,D,D,E,E,A,B,B,C,B,C,E,D,2018
10127,47101156544,Presente,E,A,C,D,C,B,D,E,A,C,B,E,D,B,C,A,B,D,D,A,B,C,A,B,E,B,B,E,E,D,E,D,D,B,E,B,E,D,A,A,C,A,C,D,D,E,C,D,B,C,A,B,E,D,A,C,D,A,A,D,A,B,C,B,B,E,C,D,A,C,2018
10128,47102146361,Presente,E,B,B,E,C,B,C,A,B,A,A,C,D,B,D,A,D,A,D,A,A,D,A,A,E,A,B,A,D,C,E,E,C,E,C,E,B,D,D,E,C,D,D,D,D,B,C,A,C,A,A,B,A,D,A,D,C,C,A,C,A,D,D,A,B,E,B,C,C,A,2018
10129,47101172539,Presente,B,C,A,C,B,B,D,C,D,C,E,C,C,B,C,A,D,D,B,A,D,C,E,E,C,E,B,D,D,C,E,B,B,B,A,B,D,D,C,D,B,A,C,D,C,E,D,E,B,A,D,D,E,D,B,A,B,D,D,D,A,D,C,A,B,C,C,B,B,E,2018
10130,47101147510,Presente,E,A,B,A,B,A,C,A,C,B,D,E,B,B,A,A,D,D,E,A,B,D,A,A,E,E,B,E,E,C,E,B,E,E,B,E,B,D,A,E,C,E,D,D,C,B,A,E,C,C,C,A,E,D,B,D,B,C,B,D,D,D,C,A,B,E,C,B,A,A,2018
10131,47101149129,Presente,E,E,B,E,D,C,D,A,D,B,E,C,C,D,C,E,A,C,C,A,D,D,E,E,E,D,B,D,D,C,E,E,A,C,B,*,C,D,D,D,C,E,B,D,B,B,E,B,D,B,A,C,E,A,E,E,D,D,D,D,E,A,D,E,C,A,D,D,C,A,2018
10132,47101166239,Presente,E,C,B,C,E,B,A,C,C,D,E,A,D,C,A,D,B,D,E,E,B,A,E,E,A,C,B,A,E,C,E,B,E,D,C,B,C,D,D,A,E,A,D,D,C,B,A,A,C,A,A,E,E,A,A,E,D,C,B,C,E,D,C,A,B,E,C,C,A,C,2018
10133,47101147020,Presente,D,B,A,A,C,E,D,A,B,A,E,C,D,B,C,D,B,C,C,A,A,C,A,B,E,D,B,E,D,C,E,C,D,E,A,A,D,D,A,A,E,D,C,D,A,A,D,A,C,A,E,D,E,D,E,D,D,E,D,C,A,D,C,A,B,E,D,D,C,A,2018
