,CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,NOTA Algebra Linear,NOTA Análise Combinatória,NOTA Cálculo Diferencial e Integral,NOTA Geometria Analítica,NOTA Matemática Discreta,NOTA Probabilidade e Estatística,NOTA Lógica Matemática,NOTA Análise de Algorítmos,NOTA Algorítmos e Estrutura de Dados,NOTA Arquitetura e Organização de Computadores,NOTA Circuitos Digitais,NOTA Linguagens de Programação,"NOTA Linguagens Formais, Autômatos e Computabilidade",NOTA Organização de Arquivos e Dados,NOTA Sistemas Operacionais,NOTA Técnicas de Programação,NOTA Teoria dos Grafos,NOTA Banco de Dados,NOTA Compiladores,NOTA Computação Gráfica,NOTA Engenharia de Software,NOTA Inteligência Artificial,NOTA Processamento de Imagens,NOTA Redes de Computadores,NOTA Sistemas Distribuídos,NOTA TOTAL TO
3164,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação/Sistemas Web e Multimídia Interativos,42101811711-9,"1,01201E+11",1.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,30.0
3165,Mestrado/Doutorado,Sistemas Embarcados,42101810386-0,"1,03905E+11",3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,46.0
3166,Mestrado/Doutorado,"Algoritmos, Otimização Combinatória e Teoria da Computação",42101829991-5,"1,05106E+11",1.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,40.0
3167,Mestrado/Doutorado,Teoria da Computação,42101822866-9,"1,019E+11",2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,44.0
3168,Mestrado/Doutorado,Redes de Computadores,42101809592-5,"1,01201E+11",2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,32.0
3169,Mestrado/Doutorado,Sistemas De Informação,42101834518-4,"1,026E+11",1.0,3.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,39.0
3170,Mestrado/Doutorado,Banco de Dados,42101825149-0,"1,00802E+11",2.0,2.0,2.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,33.0
3171,Mestrado/Doutorado,Gestão de Riscos,42101819651-5,"1,02102E+11",0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,26.0
3172,Mestrado/Doutorado,Computação Científica e Aplicada,42101809223-6,"1,05106E+11",1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,0.0,2.0,3.0,3.0,0.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,42.0
3173,Mestrado/Doutorado,Fundamentos e Métodos de Computação,42101828543-9,"1,05203E+11",1.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,35.0
3174,Mestrado/Doutorado,Redes de Comunicação,42101809586-7,"1,00703E+11",0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,24.0
3175,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente/Sistemas Embarcados, Evoluídos e Robóticos",42101832560-2,"1,05106E+11",1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,28.0
3176,Mestrado/Doutorado,Detecção de Comerciais em Vídeo,42101811866-7,"1,05302E+11",3.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,32.0
3177,Mestrado/Doutorado,Sistemas de Computação,42101830288-4,"1,05303E+11",1.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,36.0
3178,Mestrado/Doutorado,Teoria da Computação,42101834261-3,"1,019E+11",1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,32.0
3179,Mestrado/Doutorado,Sistemas de Computação,42101822947-0,"1,02102E+11",2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,40.0
3180,Mestrado/Doutorado,Ciência de Dados,42101830566-0,"1,05106E+11",1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,48.0
3181,Mestrado/Doutorado,Matemática e Inteligência Computacional,42101830216-7,"1,04702E+11",2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,38.0
3182,Mestrado/Doutorado,Ciência Computacional,42101820202-3,"1,019E+11",1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,43.0
3183,Mestrado/Doutorado,"Engenharia de Software, Banco de Dados e Interação Humano Computador",42101824490-7,"1,036E+11",1.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,43.0
3184,Mestrado/Doutorado,Computação Visual,42101815642-1,"1,04802E+11",0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,25.0
3185,Mestrado/Doutorado,Sistemas de Computação,42101809271-7,"1,02103E+11",2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,3.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,36.0
3186,Mestrado/Doutorado,Processamento de Imagens e Visão Computacional,42101833001-3,"1,04001E+11",0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,29.0
3187,Mestrado/Doutorado,Sistemas de Computação,42101810760-3,"1,05303E+11",2.0,2.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0
3188,Mestrado/Doutorado,Engenharia de Software,42101834107-7,"1,04101E+11",2.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,43.0
3189,Mestrado/Doutorado,Inteligência Computacional,42101831804-9,"1,04501E+11",1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,30.0
3190,Mestrado/Doutorado,Ciência de Dados,42101821008-5,"1,01101E+11",2.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,27.0
3191,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente/Sistemas Embarcados, Evoluídos e Robóticos",42101809736-0,"1,02103E+11",1.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,31.0
3192,Mestrado/Doutorado,Métodos baseados em dados,42101833472-0,"1,04302E+11",3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,34.0
3193,Mestrado/Doutorado,Descoberta do Conhecimento e Aprendizagem de Máquina,42101829822-0,"1,01603E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3194,Autoavaliação,,42102834772-1,"1,044E+11",1.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,34.0
3195,Mestrado/Doutorado,Segurança e Criptografia Aplicada,42101809651-0,"1,01101E+11",1.0,2.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,45.0
3196,Mestrado/Doutorado,Sistemas de Computação,42101817495-0,"1,009E+11",1.0,1.0,2.0,0.0,2.0,1.0,3.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,36.0
3197,Mestrado/Doutorado,Ciência de Dados,42101812349-0,"1,04302E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3198,Autoavaliação,,42102832170-5,"1,04702E+11",2.0,0.0,2.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,45.0
3199,Mestrado/Doutorado,Infraestrutura de TI,42101809228-6,"1,05303E+11",1.0,1.0,3.0,0.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,33.0
3200,Mestrado/Doutorado,Métodos baseados em dados,42101828424-5,"1,04302E+11",0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,22.0
3201,Mestrado/Doutorado,Agropecuária de precisão,42101826626-7,"1,002E+11",1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,26.0
3202,Mestrado/Doutorado,Banco de Dados e Imagens,42101809987-6,"1,05303E+11",1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,29.0
3203,Mestrado/Doutorado,Modelagem Conceitual e Bancos de Dados,42101817842-9,"1,03905E+11",1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,34.0
3204,Mestrado/Doutorado,Modelagem Conceitual e Bancos de Dados,42101822601-5,"1,03905E+11",1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,40.0
3205,Mestrado/Doutorado,Computação Aplicada,42101834796-4,"1,036E+11",1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,37.0
3206,Mestrado/Doutorado,Sistemas de Computação,42101820345-3,"1,02301E+11",0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,28.0
3207,Mestrado/Doutorado,Arquitetura de Sistemas Computacionais,42101830095-8,"1,05001E+11",2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,36.0
3208,Mestrado/Doutorado,Engenharia de Software e Banco de Dados,42101823291-6,"1,03905E+11",1.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,33.0
3209,Mestrado/Doutorado,Sistemas Embarcados,42101809555-2,"1,01501E+11",2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,31.0
3210,Mestrado/Doutorado,Engenharia de Software e Banco de Dados,42101827117-9,"1,03905E+11",1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,26.0
3211,Mestrado/Doutorado,Inteligência Artificial,42101812631-4,"1,025E+11",3.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,34.0
3212,Mestrado/Doutorado,Engenharia de Software,42101826306-9,"1,05106E+11",2.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,30.0
3213,Mestrado/Doutorado,Sistemas de Apoio a Negócios,42101811649-6,"1,04302E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3214,Mestrado/Doutorado,Visão Computacional,42101820635-7,"1,03101E+11",2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,30.0
3215,Mestrado/Doutorado,Aprendizagem de Máquina,42101828818-6,"1,04302E+11",2.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,29.0
3216,Mestrado/Doutorado,Sistemas de Computação,42101831359-3,"1,00802E+11",2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,35.0
3217,Mestrado/Doutorado,Segurança em Sistemas Computacionais,42101824145-4,"1,01803E+11",0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,22.0
3218,Mestrado/Doutorado,Sistemas de Computação,42101830432-8,"1,05203E+11",0.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,24.0
3219,Mestrado/Doutorado,Engenharia de Software,42101835611-8,"1,003E+11",2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,35.0
3220,Mestrado/Doutorado,Engenharia de Software,42101834378-9,"1,05203E+11",2.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,35.0
3221,Mestrado/Doutorado,Redes e Sistemas Distribuidos,42101823931-8,"1,01603E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3222,Mestrado/Doutorado,Tecnologia da Informação,42101828785-6,"1,01603E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3223,Mestrado/Doutorado,Mecânica dos Fluidos Computacional/Otimização/Modelos Estocásticos.,42101832119-2,"1,04702E+11",1.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,32.0
3224,Mestrado/Doutorado,Inteligência Computacional,42101835434-0,"1,032E+11",3.0,3.0,1.0,1.0,2.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,40.0
3225,Mestrado/Doutorado,Inteligência Artificial,42101831733-6,"1,03905E+11",2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,37.0
3226,Mestrado/Doutorado,"Engenharia de Software, Banco de Dados e Interação Humano Computador",42101811034-4,"1,056E+11",1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,25.0
3227,Mestrado/Doutorado,Redes de Computadores e Sistemas Distribuidos,42101828570-3,"1,01001E+11",2.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,34.0
3228,Mestrado/Doutorado,Redes de Computadores,42101832094-0,"1,027E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3229,Mestrado/Doutorado,Computação Visual,42101835160-2,"1,05106E+11",2.0,2.0,1.0,1.0,2.0,0.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,45.0
3230,Autoavaliação,,42102809645-5,"1,01803E+11",1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,35.0
3231,Mestrado/Doutorado,Gestão de Riscos,42101809611-7,"1,02103E+11",0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,30.0
3232,Mestrado/Doutorado,Qualidade de Software,42101828737-5,"1,05303E+11",1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,27.0
3233,Mestrado/Doutorado,Engenharia de Software e Sistemas de Computação,42101812103-3,"1,042E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3234,Mestrado/Doutorado,Redes de Computadores,42101832293-5,"1,03905E+11",1.0,3.0,1.0,0.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,46.0
3235,Mestrado/Doutorado,Mecânica dos Fluidos Computacional/Otimização/Modelos Estocásticos.,42101810701-4,"1,04001E+11",3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
3236,Mestrado/Doutorado,Agentes de Software,42101832926-9,"1,01603E+11",0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,22.0
3237,Mestrado/Doutorado,Redes e Sistemas Distribuidos,42101816733-7,"1,01603E+11",2.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,35.0
3238,Mestrado/Doutorado,Inteligência Computacional,42101810828-8,"1,01803E+11",2.0,3.0,1.0,1.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,43.0
3239,Autoavaliação,,42102810233-6,"1,042E+11",1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,41.0
3240,Mestrado/Doutorado,Tecnologia da Informação,42101809512-0,"1,04001E+11",1.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,25.0
3241,Mestrado/Doutorado,Otimização,42101835399-1,"1,05501E+11",0.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,24.0
3242,Autoavaliação,,42102810609-0,"1,05106E+11",2.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,3.0,2.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,36.0
3243,Autoavaliação,,42102811320-1,"1,002E+11",1.0,0.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,26.0
3244,Mestrado/Doutorado,Inteligência Artificial,42101824330-0,"1,02301E+11",0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,20.0
3245,Mestrado/Doutorado,Microeletrônica e Processamento de Sinais,42101829546-5,"1,04501E+11",2.0,2.0,1.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,43.0
3246,Mestrado/Doutorado,Fundamentos da Computação,42101812420-1,"1,002E+11",2.0,2.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,34.0
3247,Mestrado/Doutorado,Microeletrônica e Processamento de Sinais,42101830397-0,"1,04501E+11",2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,36.0
3248,Mestrado/Doutorado,Modelagem Conceitual e Bancos de Dados,42101834171-4,"1,03905E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3249,Mestrado/Doutorado,Ciência de Dados,42101833797-8,"1,05106E+11",1.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,32.0
3250,Mestrado/Doutorado,Computação Gráfica,42101824523-7,"1,019E+11",2.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,32.0
3251,Autoavaliação,,42102812385-7,"1,013E+11",3.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,33.0
3252,Mestrado/Doutorado,Segurança em Sistemas Computacionais,42101809526-8,"1,04501E+11",1.0,3.0,2.0,0.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,45.0
3253,Mestrado/Doutorado,Visão Computacional.,42101835874-1,"1,01101E+11",1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,25.0
3254,Mestrado/Doutorado,Segurança em Sistemas Computacionais,42101812356-9,"1,01604E+11",2.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,34.0
3255,Mestrado/Doutorado,Tecnologia da Informação,42101823440-0,"1,024E+11",1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,3.0,39.0
3256,Mestrado/Doutorado,Bancos de Dados,42101818842-5,"1,014E+11",1.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,40.0
3257,Mestrado/Doutorado,Inteligência Computacional,42101832797-1,"1,05501E+11",2.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,2.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,40.0
3258,Mestrado/Doutorado,Engenharia de Software e Linguagens de Programação,42101835476-2,"1,05303E+11",1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,31.0
3259,Mestrado/Doutorado,Informática na Educação,42101834627-0,"1,04702E+11",1.0,3.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,39.0
