,CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,NOTA Álgebra Linear,NOTA Análise Combinatória,NOTA Calculo Diferencial e Integral,NOTA Geometria Analítica,NOTA Matemática Discreta,NOTA Probabilidade e Estatística,NOTA Lógica Matemática,NOTA Análise de Algoritmos,NOTA Algoritmos e Estrutura de Dados,NOTA Arquitetura e Organização de Computadores,NOTA Circuitos Digitais,NOTA Linguagens de Programação,"NOTA Linguagens formais, autômatos e Computabilidade",NOTA Organização de Arquivos e Dados,NOTA Sistemas Operacionais,NOTA Técnicas de Programação,NOTA Teoria dos Grafos,NOTA Banco de Dados,NOTA Compiladores,NOTA Computação Gráfica,NOTA Engenharia de Software,NOTA Inteligência Artificial,NOTA Processamento de Imagens,NOTA Redes de Computadores,NOTA Sistemas Distribuídos,NOTA TOTAL TO
2012,Autoavaliação,,51802385418-3,"1,02501E+11",2.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,21.0
2013,Autoavaliação,,51802354611-5,"1,05203E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Mestrado/Doutorado,Processamento Gráfico,51801394590-1,"1,01603E+11",3.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,44.0
2015,Mestrado/Doutorado,"Robótica, Visão computacional e Processamento gráfico",51801370401-4,"1,02501E+11",2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,43.0
2016,Mestrado/Doutorado,Internet das Coisas e Aplicações Distribuídas,51801396690-1,"1,04601E+11",1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,21.0
2017,Mestrado/Doutorado,Inteligencia Artificial,51801371384-9,"1,03001E+11",3.0,0.0,2.0,2.0,3.0,2.0,0.0,2.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,35.0
2018,Mestrado/Doutorado,Otimização,51801354036-4,"1,05602E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Mestrado/Doutorado,Mecânica dos Fluidos Computacional / Otimização / Modelos Estocásticos,51801370300-7,"1,01202E+11",3.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,39.0
2020,Mestrado/Doutorado,Inteligência do Negócio,51801397003-0,"1,02501E+11",1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,27.0
2021,Mestrado/Doutorado,Modelos Computacionais e Cognitivos,51801361214-9,"1,03301E+11",0.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,25.0
2022,Mestrado/Doutorado,Engenharia de software e Linguagens de programação,51801354033-4,"1,02601E+11",1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,23.0
2023,Mestrado/Doutorado,Segurança em Sistemas Computacionais,51801354488-4,"1,04601E+11",1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,20.0
2024,Mestrado/Doutorado,Algoritmos Paralelos e Distribuídos,51801394604-5,"1,01202E+11",3.0,0.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,39.0
2025,Mestrado/Doutorado,Sistemas Computacionais Complexos,51801374256-6,"1,01603E+11",2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,38.0
2026,Mestrado/Doutorado,Banco de Dados,51801361750-8,"1,05104E+11",3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,32.0
2027,Mestrado/Doutorado,Engenharia de Software,51801354632-8,"1,04301E+11",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,15.0
2028,Mestrado/Doutorado,Processamento Paralelo e Distribuído,51801395397-3,"1,03601E+11",2.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,38.0
2029,Mestrado/Doutorado,Sistemas de Computação,51801354390-5,"1,03902E+11",1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,32.0
2030,Mestrado/Doutorado,Segurança de Dados e Criptografia,51801392033-3,"1,05105E+11",3.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,37.0
2031,Mestrado/Doutorado,Computação Aplicada a Biociências,51801369689-6,"1,05105E+11",1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,24.0
2032,Mestrado/Doutorado,Sistemas Inteligentes,51801393247-2,"1,03601E+11",1.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,3.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,26.0
2033,Mestrado/Doutorado,Modelagem Computacional,51801381717-6,"1,04402E+11",2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,40.0
2034,Mestrado/Doutorado,Inteligência Artificial,51801354295-8,"1,01102E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2035,Mestrado/Doutorado,Inteligência Computacional,51801395373-7,"1,01202E+11",0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,23.0
2036,Mestrado/Doutorado,Teoria da Computação,51801393007-5,"1,01002E+11",1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,42.0
2037,Mestrado/Doutorado,Sistemas Computacionais Complexos,51801392299-7,"1,05105E+11",1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,27.0
2038,Mestrado/Doutorado,Sistemas Distribuídos e Computação de Alto Desempenho,51801363318-9,"1,02601E+11",1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0
2039,Mestrado/Doutorado,Processamento de Imagens,51801397203-5,"1,02801E+11",2.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,30.0
2040,Autoavaliação,,51802397433-8,"1,02601E+11",2.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,35.0
2041,Autoavaliação,,51802394200-0,"1,00601E+11",2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0
2042,Mestrado/Doutorado,Engenharia de Software,51801369282-7,"1,01802E+11",0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,23.0
2043,Mestrado/Doutorado,"Banco de Dados / Computação Gráfica, Imagens e Visualização",51801373474-0,"1,01501E+11",2.0,0.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,35.0
2044,Mestrado/Doutorado,Engenharia de Software,51801394178-6,"1,01802E+11",2.0,0.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,34.0
2045,Mestrado/Doutorado,"Banco de Dados / Computação Gráfica, Imagens e Visualização",51801394766-1,"1,01002E+11",0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,35.0
2046,Mestrado/Doutorado,"Algoritmos, Grafos e Combinatória",51801354391-5,"1,04402E+11",3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,38.0
2047,Mestrado/Doutorado,Sistemas Computacionais,51801371825-6,"1,01603E+11",1.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,31.0
2048,Mestrado/Doutorado,Sistemas de Informação,51801372307-0,"1,04202E+11",1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,24.0
2049,Mestrado/Doutorado,Sistemas Inteligentes,51801354646-6,"1,03601E+11",1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,34.0
2050,Mestrado/Doutorado,Inteligência artificial,51801394264-5,"1,00803E+11",1.0,1.0,2.0,1.0,2.0,0.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,38.0
2051,Mestrado/Doutorado,Metodologia e Técnicas da Computação \ Engenharia de Software \ Reuso de Software,51801397132-2,"1,05105E+11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,14.0
2052,Mestrado/Doutorado,"Banco de Dados / Computação Gráfica, Imagens e Visualização",51801386700-0,"1,01603E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2053,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente / Sistemas Embarcados, Evoluídos e Robóticos",51801394603-5,"1,01002E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2054,Mestrado/Doutorado,"Análise de Dados, Descoberta de Conhecimento e Recuperação de Informação",51801387706-6,"1,00803E+11",1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,22.0
2055,Mestrado/Doutorado,ALGORITMOS EXPERIMENTAIS,51801384200-0,"1,01002E+11",1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,32.0
2056,Mestrado/Doutorado,Inteligência Computacional,51801354669-2,"1,03601E+11",3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,42.0
2057,Mestrado/Doutorado,Fundamentos e Métodos de Computação,51801355575-0,"1,05302E+11",0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,22.0
2058,Mestrado/Doutorado,Sistemas Digitais e Embarcados,51801394193-2,"1,03601E+11",2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,29.0
2059,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente / Sistemas Embarcados, Evoluídos e Robóticos",51801381256-2,"1,04702E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2060,Mestrado/Doutorado,Linguagens de Programação,51801379956-9,"1,01002E+11",2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,34.0
2061,Mestrado/Doutorado,Sistemas Embarcados,51801397467-9,"1,05302E+11",2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,22.0
2062,Mestrado/Doutorado,Computação Visual e Inteligência Artificial,51801363886-2,"1,01901E+11",3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,33.0
2063,Mestrado/Doutorado,"Metodologia e Técnicas da Computação \ Computação Gráfica, Processamento de Imagens e Visão Computacional",51801396766-4,"1,04402E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2064,Mestrado/Doutorado,Ciência de Dados e Engenharia de Software,51801394445-3,"1,01401E+11",2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,22.0
2065,Mestrado/Doutorado,Otimização,51801393795-0,"1,04101E+11",0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,18.0
2066,Mestrado/Doutorado,Bancos de Dados,51801393913-9,"1,01802E+11",0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,26.0
2067,Mestrado/Doutorado,Computação Aplicada,51801393906-0,"1,05203E+11",1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,27.0
2068,Mestrado/Doutorado,Computação Aplicada a Biociências,51801378595-6,"1,04901E+11",1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0
2069,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente / Sistemas Embarcados, Evoluídos e Robóticos",51801395302-0,"1,04802E+11",1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,29.0
2070,Mestrado/Doutorado,Otimização,51801394831-4,"1,00803E+11",3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,44.0
2071,Mestrado/Doutorado,Aprendizagem de Máquina e Mineracão,51801354343-4,"1,02901E+11",0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,20.0
2072,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente / Sistemas Embarcados, Evoluídos e Robóticos",51801389611-0,"1,04802E+11",3.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0
2073,Mestrado/Doutorado,Engenharia de software,51801360806-8,"1,00601E+11",1.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,30.0
2074,Mestrado/Doutorado,Heurísticas e Meta-heurísticas,51801377834-2,"1,00301E+11",3.0,0.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,41.0
2075,Mestrado/Doutorado,Multimídia e Processamento Digital de Sinais,51801394081-7,"1,03601E+11",1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,38.0
2076,Mestrado/Doutorado,Redes e Sistemas Distribuidos,51801354700-0,"1,01603E+11",1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0
2077,Autoavaliação,,51802384409-9,"1,01802E+11",2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,44.0
2078,Mestrado/Doutorado,Computação Aplicada,51801393492-8,"1,01002E+11",0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,27.0
2079,Mestrado/Doutorado,Sistemas Computacionais Complexos,51801394795-6,"1,05105E+11",2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,41.0
2080,Mestrado/Doutorado,Metodologia da Computação,51801354608-3,"1,01102E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2081,Mestrado/Doutorado,Reconhecimento de Padrões,51801356106-0,"1,01603E+11",1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,34.0
2082,Mestrado/Doutorado,Sistemas Computacionais Complexos,51801394393-7,"1,05105E+11",3.0,1.0,3.0,2.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,36.0
2083,Mestrado/Doutorado,Mecânica dos Fluidos Computacional / Otimização / Modelos Estocásticos,51801394378-0,"1,01603E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2084,Mestrado/Doutorado,Redes de Computadores e Sistemas Distribuidos,51801364760-5,"1,01002E+11",2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,25.0
2085,Mestrado/Doutorado,Modelagem e Métodos Computacionais,51801375100-4,"1,05203E+11",0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,25.0
2086,Autoavaliação,,51802397188-7,"1,05105E+11",0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0
2087,Mestrado/Doutorado,Projeto de Sistemas Eletrônicos e Computacionais,51801391096-6,"1,01501E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2088,Mestrado/Doutorado,Segurança em Sistemas Computacionais,51801397500-7,"1,01802E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2089,Mestrado/Doutorado,Ciência de Dados e Engenharia de Software,51801394202-6,"1,04601E+11",0.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,29.0
2090,Mestrado/Doutorado,Segurança em Sistemas Computacionais,51801381325-5,"1,01802E+11",3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,51.0
2091,Mestrado/Doutorado,Inteligência Computacional,51801393768-5,"1,03902E+11",1.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,31.0
2092,Mestrado/Doutorado,Algoritmos Paralelos e Distribuídos,51801393176-0,"1,01202E+11",3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,31.0
2093,Mestrado/Doutorado,Modelagem Computacional,51801386534-0,"1,05203E+11",0.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,25.0
2094,Mestrado/Doutorado,Redes de Computadores,51801372055-9,"1,03801E+11",3.0,0.0,3.0,0.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,41.0
2095,Mestrado/Doutorado,Computação Aplicada a Biociências,51801356231-1,"1,05003E+11",3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,18.0
2096,Mestrado/Doutorado,Redes de Computadores,51801354975-2,"1,01002E+11",2.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,31.0
2097,Mestrado/Doutorado,Computação Aplicada a Biociências,51801394266-5,"1,04702E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2098,Mestrado/Doutorado,Bioinformática,51801394273-3,"1,02801E+11",0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,24.0
2099,Autoavaliação,,51802394909-0,"1,05203E+11",1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,26.0
2100,Mestrado/Doutorado,Multidisciplinar,51801373762-4,"1,04702E+11",3.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,41.0
2101,Mestrado/Doutorado,Sistemas Embarcados,51801377095-3,"1,00703E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2102,Mestrado/Doutorado,"SINAIS, SISTEMAS DIGITAIS E GRÁFICOS",51801354468-8,"1,02301E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
2103,Mestrado/Doutorado,Processamento de Linguagem Natural,51801396747-8,"1,00601E+11",0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0
2104,Mestrado/Doutorado,Inteligência Computacional,51801394738-7,"1,04702E+11",2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,25.0
2105,Mestrado/Doutorado,Inteligência Computacional,51801393549-4,"1,01802E+11",2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,27.0
2106,Mestrado/Doutorado,Sistemas de Computação,51801392377-8,"1,03601E+11",3.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,35.0
2107,Mestrado/Doutorado,PROCESSAMENTO GRÁFICO E INTELIGÊNCIA COMPUTACIONAL,51801369955-3,"1,03301E+11",1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,20.0
2108,Mestrado/Doutorado,Engenharia de Software,51801388082-7,"1,05302E+11",1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,22.0
