,CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,NOTA Matemática Discreta,NOTA Cálculo Diferencial Integral,NOTA Álgebra Linear,NOTA Geometria Analítica,NOTA Análise Combinatória,NOTA Probabilidade e Estatística,NOTA Lógica Matemática,NOTA Organização de Arquivos e Dados,NOTA Técnicas de Programação,NOTA Circuitos Digitais,NOTA Análise de Algoritmos,NOTA Teoria dos Grafos,"NOTA Linguagens Formais, Autômatos e Computabilidade",NOTA Algoritmos e Estruturas de Dados,NOTA Linguagens de Programação,NOTA Sistemas Operacionais,NOTA Arquitetura e Organização de Computadores,NOTA Rede de Computadores,NOTA Computação Gráfica,NOTA Inteligência Artificial,NOTA Engenharia de Software,NOTA Sistemas Distribuídos,NOTA Compiladores,NOTA Processamento de Imagens,NOTA Banco de Dados,NOTA TOTAL TO
3328,Mestrado/Doutorado,Otimização,39401642277-0,"1,01E+11",2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,46.0
3329,Mestrado/Doutorado,Inteligência Computacional,39401670859-1,"1,02E+11",1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,24.0
3330,Mestrado/Doutorado,Arquitetura de Computadores e Sistemas Distribuídos,39401669800-2,"1,05E+11",2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,27.0
3331,Mestrado/Doutorado,Sistemas Computacionais,39401635261-6,"1,05E+11",1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,33.0
3332,Mestrado/Doutorado,Verificação e Teste de Software,39401657315-6,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3333,Mestrado/Doutorado,Ciência de Dados,39401642369-0,"1,00E+11",1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,35.0
3334,Mestrado/Doutorado,Fundamentos da Computação,39401666267-9,"1,04E+11",2.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,42.0
3335,Mestrado/Doutorado,Sistemas de Informação,39401643650-0,"1,02E+11",2.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,2.0,45.0
3336,Mestrado/Doutorado,PROCESSAMENTO DE IMAGENS E SINAIS: ALGORITMOS E ARQUITETURAS,39401672316-5,"1,04E+11",0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,43.0
3337,Mestrado/Doutorado,"Engenharia de Software, Banco de Dados e Interação Humano Computador",39401641263-6,"1,04E+11",1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,24.0
3338,Autoavaliação,,39402640053-0,"1,03E+11",0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,24.0
3339,Mestrado/Doutorado,Computação Forense,39401656976-2,"1,05E+11",0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,19.0
3340,Mestrado/Doutorado,Otimização e Automação de Sistemas,39401652337-0,"1,05E+11",0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,35.0
3341,Mestrado/Doutorado,Sistemas de Software,39401683964-1,"1,05E+11",0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,29.0
3342,Autoavaliação,,39402668248-9,"1,04E+11",1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,41.0
3343,Mestrado/Doutorado,Otimização,39401672752-7,"1,05E+11",2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,26.0
3344,Mestrado/Doutorado,Computação Científica e Aplicada,39401645194-9,"1,04E+11",0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,30.0
3345,Mestrado/Doutorado,Inteligência Artificial,39401640044-9,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3346,Mestrado/Doutorado,"Visão Computacional, Reconhecimento de Padrões e Computação Forense",39401645629-8,"1,02E+11",0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,30.0
3347,Mestrado/Doutorado,Engenharia de Software,39401666126-9,"1,02E+11",1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,26.0
3348,Mestrado/Doutorado,Engenharia de Software,39401670829-7,"1,05E+11",1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,25.0
3349,Mestrado/Doutorado,Fundamentos da Computação,39401639527-0,"1,04E+11",2.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,52.0
3350,Mestrado/Doutorado,Aprendizado de Máquina,39401641554-0,"1,05E+11",1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,38.0
3351,Autoavaliação,,39402637524-1,"1,04E+11",0.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,46.0
3352,Mestrado/Doutorado,Inteligência Computacional,39401649615-5,"1,02E+11",0.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,28.0
3353,Mestrado/Doutorado,Métodos Computacionais de Otimização (interdepartamental),39401641072-0,"1,04E+11",0.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,0.0,2.0,42.0
3354,Mestrado/Doutorado,Otimização e Automação de Sistemas,39401664843-3,"1,01E+11",2.0,0.0,3.0,1.0,3.0,2.0,2.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,43.0
3355,Mestrado/Doutorado,FUNDAMENTOS DE COMPUTAÇÃO,39401661332-0,"1,02E+11",1.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,39.0
3356,Mestrado/Doutorado,"Computação Gráfica, Processamento de Imagens e Interação",39401670577-6,"1,03E+11",2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,33.0
3357,Mestrado/Doutorado,Sistemas Paralelos e Distribuídos,39401666956-1,"1,01E+11",1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,35.0
3358,Mestrado/Doutorado,Aprendizado de Máquina e Mineração de Dados,39401670212-5,"1,05E+11",3.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,40.0
3359,Mestrado/Doutorado,Análise de Padrões,39401684778-1,"1,00E+11",2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,27.0
3360,Autoavaliação,,39402651665-4,"1,02E+11",0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,27.0
3361,Mestrado/Doutorado,Inteligência Artificial,39401652936-4,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3362,Mestrado/Doutorado,Processamento Paralelo e Distribuído,39401656878-0,"1,04E+11",1.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,27.0
3363,Mestrado/Doutorado,Modelagem e Simulação de Sistemas,39401645322-6,"1,03E+11",1.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,49.0
3364,Autoavaliação,,39402684726-4,"1,01E+11",1.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,44.0
3365,Mestrado/Doutorado,SISTEMAS DE INFORMAÇÃO,39401684167-0,"1,02E+11",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,24.0
3366,Mestrado/Doutorado,Engenharia de Software,39401642879-4,"1,04E+11",0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,17.0
3367,Mestrado/Doutorado,Redes de Computadores e Telecomunicações,39401672204-0,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3368,Mestrado/Doutorado,Visão Computacional,39401666217-8,"1,01E+11",2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,47.0
3369,Mestrado/Doutorado,Segurança,39401642418-6,"1,02E+11",0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,29.0
3370,Mestrado/Doutorado,Tecnologias Computacionais Para Agricultura e Pecuária,39401635266-6,"1,04E+11",0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,19.0
3371,Mestrado/Doutorado,Fundamentos da Computação,39401636022-5,"1,04E+11",1.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,36.0
3372,Mestrado/Doutorado,Visão Computacional,39401684773-1,"1,01E+11",1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,35.0
3373,Mestrado/Doutorado,Algoritmos e Otimização Combinatória,39401684245-0,"1,01E+11",2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,34.0
3374,Mestrado/Doutorado,Arquitetura de Computadores e Compiladores,39401669756-6,"1,02E+11",0.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,38.0
3375,Mestrado/Doutorado,Metodologia da Computação,39401640026-2,"1,05E+11",0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,20.0
3376,Mestrado/Doutorado,Sistemas de Informação para a Web,39401674194-9,"1,05E+11",1.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,36.0
3377,Mestrado/Doutorado,Processamento Gráfico,39401683895-9,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3378,Mestrado/Doutorado,Modelagem e Métodos Computacionais,39401654128-0,"1,03E+11",0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,25.0
3379,Mestrado/Doutorado,INTELIGÊNCIA ARTIFICIAL,39401640152-4,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3380,Mestrado/Doutorado,Sistemas de Computação,39401636866-6,"1,04E+11",0.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,42.0
3381,Mestrado/Doutorado,Processamento Paralelo e Distribuído,39401648948-5,"1,04E+11",1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,45.0
3382,Mestrado/Doutorado,Sistemas Computacionais Complexos,39401659167-5,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3383,Mestrado/Doutorado,Arquitetura de Computadores e Sistemas Distribuídos,39401642905-4,"1,05E+11",0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,17.0
3384,Mestrado/Doutorado,BANCOS DE DADOS E IMAGENS,39401636173-3,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3385,Mestrado/Doutorado,INTELIGÊNCIA ARTIFICIAL,39401665151-7,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3386,Mestrado/Doutorado,Engenharia de Software,39401684548-2,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3387,Mestrado/Doutorado,Engenharia de Software e Usabilidade,39401646273-6,"1,03E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3388,Mestrado/Doutorado,ALGORITMOS E OTIMIZAÇÃO,39401640323-4,"1,00E+11",1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,25.0
3389,Mestrado/Doutorado,REDES DE COMPUTADORES  ,39401662008-0,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3390,Mestrado/Doutorado,Fundamentos da Computação,39401675845-5,"1,04E+11",1.0,1.0,3.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,36.0
3391,Mestrado/Doutorado,Tecnologia da Informação para Grandes Coorporações,39401684015-1,"1,01E+11",0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,22.0
3392,Mestrado/Doutorado,Segurança de Dados e Criptografia,39401660389-4,"1,05E+11",1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0
3393,Mestrado/Doutorado,Teoria da Computação,39401665883-2,"1,01E+11",1.0,0.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,26.0
3394,Mestrado/Doutorado,Engenharia de Software e Banco de Dados,39401646355-7,"1,05E+11",1.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,32.0
3395,Mestrado/Doutorado,Sistemas Computacionais Complexos,39401650609-5,"1,04E+11",0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,24.0
3396,Mestrado/Doutorado,Projeto de Sistemas e Circuitos,39401670226-3,"1,02E+11",2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,22.0
3397,Mestrado/Doutorado,Otimização e Automação de Sistemas,39401635022-9,"1,01E+11",0.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,37.0
3398,Mestrado/Doutorado,Mineração de Dados,39401656303-1,"1,04E+11",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,37.0
3399,Mestrado/Doutorado,Sistemas de Informação para a Web,39401684319-3,"1,03E+11",0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,18.0
3400,Mestrado/Doutorado,Computação Gráfica,39401658288-2,"1,03E+11",1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,23.0
3401,Mestrado/Doutorado,Tecnologia da Informação para Grandes Coorporações,39401639099-1,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3402,Mestrado/Doutorado,Bioinformática,39401657709-7,"1,04E+11",0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,35.0
3403,Mestrado/Doutorado,INTELIGÊNCIA ARTIFICIAL,39401684845-4,"1,02E+11",2.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,44.0
3404,Mestrado/Doutorado,Processamento Paralelo e Distribuído,39401667084-7,"1,01E+11",2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,24.0
3405,Mestrado/Doutorado,COMPUTAÇÃO PARALELA E DISTRIBUÍDA,39401640126-0,"1,04E+11",0.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,31.0
3406,Mestrado/Doutorado,INTELIGÊNCIA ARTIFICIAL,39401649700-4,"1,04E+11",1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,24.0
3407,Mestrado/Doutorado,Bancos de Dados,39401668374-7,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3408,Mestrado/Doutorado,Teoria da Computação,39401640419-3,"1,02E+11",0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,18.0
3409,Mestrado/Doutorado,Processamento Gráfico e Inteligência Computacional,39401678771-1,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3410,Mestrado/Doutorado,Modelagem Computacional,39401671585-0,"1,05E+11",1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,2.0,34.0
3411,Mestrado/Doutorado,Engenharia de Software,39401673312-1,"1,01E+11",0.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,24.0
3412,Mestrado/Doutorado,Computação,39401672324-3,"1,03E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3413,Mestrado/Doutorado,Engenharia de software,39401666487-0,"1,02E+11",0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,33.0
3414,Mestrado/Doutorado,Engenharia de Software,39401637275-7,"1,05E+11",1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,32.0
3415,Mestrado/Doutorado,COMPUTAÇÃO INTELIGENTE,39401671955-5,"1,02E+11",1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0
3416,Mestrado/Doutorado,Núcleo de Processamento Digital de Imagens,39401685004-0,"1,05E+11",2.0,3.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,39.0
3417,Mestrado/Doutorado,CIÊNCIA DA COMPUTAÇÃO,39401684353-6,"1,03E+11",1.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,46.0
3418,Mestrado/Doutorado,REDES DE COMPUTADORES  ,39401666812-1,"1,03E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3419,Mestrado/Doutorado,Sistemas Inteligentes,39401668928-0,"1,01E+11",0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,20.0
3420,Mestrado/Doutorado,"ENGENHARIA DE SOFTWARE, BANCO DE DADOS E INFORMÁTICA E EDUCAÇÃO",39401641367-3,"1,02E+11",0.0,1.0,2.0,0.0,3.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,28.0
3421,Mestrado/Doutorado,ENGENHARIA DE SOFTWARE,39401658461-0,"1,05E+11",1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,30.0
3422,Mestrado/Doutorado,"Computação Gráfica, Imagens e Visualização",39401641993-1,"1,04E+11",0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,27.0
3423,Autoavaliação,,39402670020-2,"1,04E+11",1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,36.0
3424,Mestrado/Doutorado,Métodos Computacionais de Otimização (interdepartamental),39401669355-7,"1,05E+11",1.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,31.0
3425,Mestrado/Doutorado,Big Data,39401640428-1,"1,05E+11",2.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,31.0
3426,Mestrado/Doutorado,Computação Aplicada a Biociências,39401656757-1,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3427,Mestrado/Doutorado,Inteligência Computacional,39401638511-6,"1,02E+11",1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,32.0
3428,Mestrado/Doutorado,Sistemas Computacionais Complexos,39401652308-6,"1,05E+11",1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,32.0
