INSCRICAO,SEXO,CIDADE,ESTADO,CARGO,CÓDIGO,LOCAL DE PROVA,ANO
47102172857-0,M,Curitiba,PR,2-Autoavaliação,2,Curitiba/PR,2018
47101166594-8,M,Marília,SP,1-Mestrado/Doutorado,1,Bauru/SP,2018
47101149246-3,M,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47101170623-5,M,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria/RS,2018
47101160490-2,M,Anápolis,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101148579-3,M,Itajaí,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101176914-7,M,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju/SE,2018
47101175773-5,M,Joinville,SC,1-Mestrado/Doutorado,1,Joinville/SC,2018
47101147264-7,M,Iguatu,CE,1-Mestrado/Doutorado,1,Quixadá/CE,2018
47101163439-2,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101169420-2,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101174029-7,M,Marituba,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101160084-5,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101148003-0,M,Patos,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101174565-6,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101174573-4,M,Ponta Grossa,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101149343-0,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente/SP,2018
47101176268-7,M,Barra do Bugres,MT,1-Mestrado/Doutorado,1,Cuiabá/MT,2018
47101150839-7,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101159949-0,M,Curitibanos,SC,1-Mestrado/Doutorado,1,Joinville/SC,2018
47101164610-7,M,Mesquita,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47102173030-2,M,São Paulo,SP,2-Autoavaliação,2,São Paulo/SP,2018
47101161182-9,M,Balsas,MA,1-Mestrado/Doutorado,1,Imperatriz/MA,2018
47101148934-0,M,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju/SE,2018
47102172479-8,M,Santa Maria,RS,2-Autoavaliação,2,Santa Maria/RS,2018
47101158170-0,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101173887-8,M,Contagem,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101175493-0,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101164086-0,M,Cáceres,MT,1-Mestrado/Doutorado,1,Cuiabá/MT,2018
47102166370-0,M,Chapecó,SC,2-Autoavaliação,2,Chapecó/SC,2018
47101172440-0,M,Rio Claro,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101173396-0,M,Três de Maio,RS,1-Mestrado/Doutorado,1,Santa Maria/RS,2018
47101150620-4,M,João Pessoa,PB,1-Mestrado/Doutorado,1,João Pessoa/PB,2018
47101151012-9,M,Juiz de Fora,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2018
47101173299-2,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101175126-0,M,Ubá,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2018
47101146529-0,M,Santo André,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101158981-6,M,Palhoça,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47102155060-9,M,Curitiba,PR,2-Autoavaliação,2,Curitiba/PR,2018
47101174231-0,M,Alegrete,RS,1-Mestrado/Doutorado,1,Alegrete/RS,2018
47101174153-9,M,Palmas,TO,1-Mestrado/Doutorado,1,Palmas/TO,2018
47101168103-8,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101175553-4,M,Lages,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101165138-3,M,Muniz Freire,ES,1-Mestrado/Doutorado,1,Alegre/ES,2018
47101171446-3,M,Campinas,SP,1-Mestrado/Doutorado,1,Campinas/SP,2018
47101148406-9,M,Araras,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101174644-7,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101150402-3,M,Lençóis Paulista,SP,1-Mestrado/Doutorado,1,Bauru/SP,2018
47101146863-4,M,Rio Verde,GO,1-Mestrado/Doutorado,1,Jataí/GO,2018
47101171547-0,M,Lima,OU,1-Mestrado/Doutorado,1,Lima/Peru,2018
47101146301-9,M,Picos,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101158114-0,M,Frutal,MG,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2018
47101174738-6,F,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101146182-0,F,Lavras,MG,1-Mestrado/Doutorado,1,Lavras/MG,2018
47101171439-5,F,Patos de Minas,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101174091-4,F,Nova Iguaçu,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101174337-7,F,Pederneiras,SP,1-Mestrado/Doutorado,1,Bauru/SP,2018
47101173522-7,F,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101160656-4,F,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47102174796-9,M,Ponta Grossa,PR,2-Autoavaliação,2,Curitiba/PR,2018
47101151925-2,F,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101172701-9,F,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101174245-8,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101160846-0,F,Juiz de Fora,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2018
47101148920-1,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101160207-4,F,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47102147671-8,F,Campo Grande,MS,2-Autoavaliação,2,Campo Grande/MS,2018
47101146792-1,F,Quixadá,CE,1-Mestrado/Doutorado,1,Quixadá/CE,2018
47101171722-9,M,Araguari,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101175399-2,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101171432-5,M,Brasília,DF,1-Mestrado/Doutorado,1,Brasília/DF,2018
47101145934-0,M,Mossoró,RN,1-Mestrado/Doutorado,1,Mossoró/RN,2018
47101146381-4,F,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101147779-1,F,Rio Tinto,PB,1-Mestrado/Doutorado,1,João Pessoa/PB,2018
47101173428-0,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101172863-5,F,Cusco,OU,1-Mestrado/Doutorado,1,Arequipa/Peru,2018
47101148955-6,F,Floriano,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101145946-9,F,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101159993-0,F,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101146742-0,F,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101159220-2,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101171814-8,M,Taquaritinga,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101175358-0,M,Poção de Pedras,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101174934-0,M,Brasília,DF,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101173796-9,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente/SP,2018
47101156361-3,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101146780-3,F,Picos,PI,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101147805-1,F,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101171811-8,F,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101174165-7,F,Alegrete,RS,1-Mestrado/Doutorado,1,Alegrete/RS,2018
47101172713-7,M,Cuiabá,MT,1-Mestrado/Doutorado,1,Cuiabá/MT,2018
47101175516-1,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101175093-0,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101153284-3,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101160816-6,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101165892-3,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101175103-4,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101176576-7,M,Alto Paraná,PR,1-Mestrado/Doutorado,1,Maringá/PR,2018
47101175049-0,M,Maceió,AL,1-Mestrado/Doutorado,1,Maceió/AL,2018
47101154365-0,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101172092-1,M,Alegrete,RS,1-Mestrado/Doutorado,1,Alegrete/RS,2018
47101148601-3,M,Araras,SP,1-Mestrado/Doutorado,1,Campinas/SP,2018
47101149780-2,M,Taboão da Serra,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101147819-0,M,Rio Grande,RS,1-Mestrado/Doutorado,1,Pelotas/RS,2018
47101177236-9,M,Barra do Garças,MT,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101171121-5,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101173067-3,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101175167-3,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101175448-9,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101175537-8,M,Londrina,PR,1-Mestrado/Doutorado,1,Londrina/PR,2018
47101146311-7,M,São Sebastião do Paraíso,MG,1-Mestrado/Doutorado,1,Poços de Caldas/MG,2018
47101158993-4,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101173978-7,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101171857-0,M,Balsas,MA,1-Mestrado/Doutorado,1,Imperatriz/MA,2018
47101175075-4,M,São Mateus,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47101174107-8,M,Gravataí,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101155554-3,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente/SP,2018
47101149434-0,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101174912-4,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101160445-1,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101163738-4,M,Brusque,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47102173938-8,M,Caraíbas,BA,2-Autoavaliação,2,Vitória da Conquista/BA,2018
47101150960-9,M,Guarapari,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47101146404-6,M,Ponte Nova,MG,1-Mestrado/Doutorado,1,Viçosa/MG,2018
47101171426-7,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101174718-0,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101150863-1,M,Blumenau,SC,1-Mestrado/Doutorado,1,Joinville/SC,2018
47101177318-0,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101169633-5,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101174497-3,M,Macapá,AP,1-Mestrado/Doutorado,1,Belém/PA,2018
47101174952-7,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47102172368-2,M,Ananindeua,PA,2-Autoavaliação,2,Belém/PA,2018
47101174339-7,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101156199-3,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101147217-6,M,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria/RS,2018
47101150771-2,M,Araras,SP,1-Mestrado/Doutorado,1,Campinas/SP,2018
47101171463-0,M,João Pessoa,PB,1-Mestrado/Doutorado,1,João Pessoa/PB,2018
47101157251-4,M,Ubá,MG,1-Mestrado/Doutorado,1,Viçosa/MG,2018
47101153308-5,M,São João Del Rei,MG,1-Mestrado/Doutorado,1,Lavras/MG,2018
47101171382-9,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101148663-2,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101174136-2,M,Serra,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47101160187-2,M,Osasco,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47102148007-3,M,São José,SC,2-Autoavaliação,2,Florianópolis/SC,2018
47101160239-9,M,Macapá,AP,1-Mestrado/Doutorado,1,Brasília/DF,2018
47101174463-9,M,Rio Pomba,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2018
47101175565-2,M,Rio Negro,PR,1-Mestrado/Doutorado,1,Joinville/SC,2018
47101147080-9,M,São João Del Rei,MG,1-Mestrado/Doutorado,1,Lavras/MG,2018
47101172507-4,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101171515-6,M,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria/RS,2018
47101149609-0,M,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47101176792-8,M,Joinville,SC,1-Mestrado/Doutorado,1,Joinville/SC,2018
47101159525-4,M,Brasília,DF,1-Mestrado/Doutorado,1,Brasília/DF,2018
47102174162-0,M,Campo Grande,MS,2-Autoavaliação,2,Campo Grande/MS,2018
47101164745-9,M,São Paulo,SP,1-Mestrado/Doutorado,1,Vitória/ES,2018
47102148799-8,M,Três Passos,RS,2-Autoavaliação,2,Chapecó/SC,2018
47101175121-0,M,Borborema,SP,1-Mestrado/Doutorado,1,Bauru/SP,2018
47102171794-0,M,Florianópolis,SC,2-Autoavaliação,2,Florianópolis/SC,2018
47101154593-0,M,Flores da Cunha,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101173244-1,M,Cuiabá,MT,1-Mestrado/Doutorado,1,Cuiabá/MT,2018
47101167123-8,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101146724-4,M,Juiz de Fora,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2018
47101172131-0,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101147564-9,M,Juiz de Fora,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2018
47102176795-1,M,Campo Grande,MS,2-Autoavaliação,2,Campo Grande/MS,2018
47101174130-2,M,Araras,SP,1-Mestrado/Doutorado,1,Campinas/SP,2018
47101155289-6,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente/SP,2018
47101172442-0,M,Nepomuceno,MG,1-Mestrado/Doutorado,1,Lavras/MG,2018
47101164732-0,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101174724-8,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101149273-8,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101173485-9,M,Conselheiro Lafaiete,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101173531-5,M,Palmas,TO,1-Mestrado/Doutorado,1,Palmas/TO,2018
47101146688-6,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101146836-0,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101173175-9,M,Paulínia,SP,1-Mestrado/Doutorado,1,Campinas/SP,2018
47101156065-1,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101174066-0,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101162611-4,M,Anastácio,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101175120-0,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101146270-9,M,Vitória da Conquista,BA,1-Mestrado/Doutorado,1,Vitória da Conquista/BA,2018
47102172242-9,M,Rio Grande,RS,2-Autoavaliação,2,Pelotas/RS,2018
47101174980-1,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101151029-7,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101147083-9,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101150010-2,M,Capão da Canoa,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101175002-7,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101146730-2,M,Viçosa,MG,1-Mestrado/Doutorado,1,Viçosa/MG,2018
47101150933-4,M,Bauru,SP,1-Mestrado/Doutorado,1,Bauru/SP,2018
47101156958-9,F,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101154039-4,F,Campinas,SP,1-Mestrado/Doutorado,1,Campinas/SP,2018
47102168388-1,F,Viamão,RS,2-Autoavaliação,2,Florianópolis/SC,2018
47101161976-9,F,Ribeirão Preto,SP,1-Mestrado/Doutorado,1,Ribeirão Preto/SP,2018
47101148656-4,M,Brejo do Cruz,PB,1-Mestrado/Doutorado,1,João Pessoa/PB,2018
47102153136-9,M,Santa Maria,RS,2-Autoavaliação,2,Santa Maria/RS,2018
47101171914-5,M,Colinas do Tocantins,TO,1-Mestrado/Doutorado,1,Palmas/TO,2018
47101165588-3,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101161881-0,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101147588-5,M,Bagé,RS,1-Mestrado/Doutorado,1,Bagé/RS,2018
47101146390-2,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101171558-9,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101160174-4,M,Paulo Afonso,BA,1-Mestrado/Doutorado,1,Aracaju/SE,2018
47101147822-8,F,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101175669-0,M,São Domingos do Prata,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101148660-2,M,Oeiras,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101176869-0,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101175713-6,F,Juiz de Fora,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2018
47101173504-0,M,Arequipa,OU,1-Mestrado/Doutorado,1,Arequipa/Peru,2018
47101174496-3,F,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101167038-9,M,Lima,OU,1-Mestrado/Doutorado,1,Lima/Peru,2018
47101158824-0,M,Osasco,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101147457-3,M,Pucallpa,OU,1-Mestrado/Doutorado,1,Lima/Peru,2018
47101174983-1,M,Trujillo,OU,1-Mestrado/Doutorado,1,Lima/Peru,2018
47101174283-0,M,Bauru,SP,1-Mestrado/Doutorado,1,Bauru/SP,2018
47101172862-5,M,Bauru,SP,1-Mestrado/Doutorado,1,Bauru/SP,2018
47101150861-1,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101147017-1,M,Cachoeiro de Itapemirim,ES,1-Mestrado/Doutorado,1,Alegre/ES,2018
47101171849-2,M,Gravataí,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101173726-1,M,Brasília,DF,1-Mestrado/Doutorado,1,Brasília/DF,2018
47102176877-2,M,Londrina,PR,2-Autoavaliação,2,Londrina/PR,2018
47101153506-0,M,Campinas,SP,1-Mestrado/Doutorado,1,Campinas/SP,2018
47101165194-2,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101174954-7,M,Ponta Grossa,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101147231-2,M,São José do Rio Preto,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2018
47101173886-8,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101174272-2,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101176920-5,F,AREQUIPA,OU,1-Mestrado/Doutorado,1,Arequipa/Peru,2018
47101163273-0,F,Parnamirim,RN,1-Mestrado/Doutorado,1,Natal/RN,2018
47101146141-7,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101161375-5,M,Lins,SP,1-Mestrado/Doutorado,1,Bauru/SP,2018
47101147719-2,M,Morrinhos,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101163958-5,M,Criciúma,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101172597-8,M,Volta Grande,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2018
47101171496-4,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101173104-1,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101145975-3,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101176219-6,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101173528-7,M,Alegrete,RS,1-Mestrado/Doutorado,1,Alegrete/RS,2018
47101172560-3,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101158683-4,M,Londrina,PR,1-Mestrado/Doutorado,1,Londrina/PR,2018
47101165139-3,M,Florestal,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101172989-9,M,São João Del Rei,MG,1-Mestrado/Doutorado,1,Lavras/MG,2018
47101176978-6,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101175031-1,M,Maringá,PR,1-Mestrado/Doutorado,1,Maringá/PR,2018
47101148584-1,M,Itapecerica da Serra,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101159798-6,M,Cachoeiro de Itapemirim,ES,1-Mestrado/Doutorado,1,Alegre/ES,2018
47101147135-5,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47102176600-0,M,Dourados,MS,2-Autoavaliação,2,Ponta Porã/MS,2018
47101174826-5,M,Araraquara,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47102154660-6,M,Rio Grande,RS,2-Autoavaliação,2,Pelotas/RS,2018
47101174978-3,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101146899-9,M,Santa Bárbara do Tugúrio,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2018
47102177045-6,M,Rio de Janeiro,RJ,2-Autoavaliação,2,Rio de Janeiro/RJ,2018
47101176547-2,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101148484-4,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101154215-2,M,São José do Rio Preto,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2018
47101169555-4,M,São José,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101163713-8,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47102175613-2,F,Porto Alegre,RS,2-Autoavaliação,2,Porto Alegre/RS,2018
47101147045-6,F,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101146325-5,F,São José do Rio Preto,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2018
47101171366-2,M,São José,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101146635-5,F,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101146692-4,M,Quixadá,CE,1-Mestrado/Doutorado,1,Quixadá/CE,2018
47101146469-5,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101145913-4,M,São Leopoldo,RS,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101175433-0,M,Alegrete,RS,1-Mestrado/Doutorado,1,Alegrete/RS,2018
47101173640-0,M,Caratinga,MG,1-Mestrado/Doutorado,1,Viçosa/MG,2018
47101174830-3,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101147624-3,F,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101175185-0,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101157781-5,M,Ipiranga do Piauí,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101171713-0,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101165427-7,M,lima,OU,1-Mestrado/Doutorado,1,Lima/Peru,2018
47101175656-1,M,São Carlos,SP,1-Mestrado/Doutorado,1,Campinas/SP,2018
47101161043-9,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101145973-3,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101148018-8,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101146506-3,F,São Raimundo das Mangabeiras,MA,1-Mestrado/Doutorado,1,Imperatriz/MA,2018
47101175764-7,F,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101171403-0,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101150852-3,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101173103-1,M,Duque de Caxias,RJ,1-Mestrado/Doutorado,1,Brasília/DF,2018
47101157189-1,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101161829-0,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101171308-3,M,Ribeirão Preto,SP,1-Mestrado/Doutorado,1,Ribeirão Preto/SP,2018
47101163006-9,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101174121-4,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101174941-9,M,Itapiúna,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101175436-0,M,Mossoró,RN,1-Mestrado/Doutorado,1,Mossoró/RN,2018
47101149665-9,M,Rio Novo do Sul,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47101170096-9,M,Alegrete,RS,1-Mestrado/Doutorado,1,Alegrete/RS,2018
47101174562-6,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101147960-8,M,Juiz de Fora,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2018
47101151002-0,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47102174805-2,M,Remígio,PB,2-Autoavaliação,2,Campina Grande/PB,2018
