,NÚMERO DE INSCRIÇÃO,NUM,SITUAÇÃO,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
2988,39401681979,"1,02003E+11",Presente,E,B,C,D,B,C,A,E,,B,E,E,D,C,B,D,B,E,A,D,A,B,E,E,B,C,B,D,E,D,D,B,D,E,C,A,C,B,D,C,D,B,A,D,E,B,A,D,B,B,D,D,E,A,D,C,A,D,E,B,D,A,E,A,E,C,A,D,B,B
2989,39401663725,"1,02701E+11",Presente,B,E,C,A,D,A,B,E,C,A,D,B,E,D,A,E,A,C,A,E,B,A,A,B,A,C,A,C,B,D,B,E,A,B,D,B,B,C,E,D,A,E,A,A,E,B,C,E,B,D,D,A,C,A,D,C,D,D,E,A,C,A,A,B,E,E,C,D,C,C
2990,39401675737,"1,02003E+11",Presente,C,D,A,B,E,C,D,C,E,B,D,E,D,E,C,B,C,D,C,D,D,E,C,E,B,E,A,C,C,D,A,C,C,E,D,C,A,B,D,B,D,D,E,B,A,D,E,B,C,C,B,D,B,D,C,A,D,D,E,C,E,A,B,A,A,C,A,D,E,D
2991,39401667476,"1,02701E+11",Presente,E,D,D,D,B,B,C,D,C,C,B,E,E,D,D,B,B,B,B,A,E,B,C,B,A,D,E,A,D,C,B,A,B,E,C,A,A,B,D,E,B,C,B,C,C,A,C,E,C,B,C,B,A,A,B,C,E,C,C,A,D,A,E,A,E,C,A,E,B,A
2992,39402652580,"1,035E+11",Presente,E,B,A,C,B,B,C,A,E,A,E,E,D,A,C,C,E,A,B,D,A,C,B,B,C,C,D,C,E,B,B,D,E,E,B,A,D,C,D,E,A,E,C,C,A,E,C,D,B,B,E,A,A,A,B,D,E,D,E,B,D,A,A,A,E,C,C,B,A,C
2993,39401653285,"1,05101E+11",Presente,E,A,D,C,B,B,C,E,C,B,C,E,E,A,B,D,B,E,B,A,B,A,E,E,A,C,A,C,C,C,B,A,E,C,D,C,A,B,E,A,B,E,A,C,D,A,C,D,B,D,C,A,A,A,B,C,D,C,C,A,*,*,*,A,E,C,A,C,B,D
2994,39401664816,"1,02701E+11",Presente,E,A,B,B,B,A,B,D,E,C,C,E,E,D,A,D,B,E,B,B,A,B,C,E,B,D,D,C,B,E,B,D,A,B,A,A,A,D,D,C,E,C,B,E,C,E,A,C,C,D,A,E,C,A,E,A,A,E,C,B,A,A,C,A,C,C,A,C,B,A
2995,39401654207,"1,05101E+11",Presente,E,D,A,A,D,B,B,B,E,D,C,E,C,A,A,E,B,E,B,B,B,B,D,B,A,A,D,C,B,C,B,D,C,E,D,A,E,B,C,D,A,D,E,D,E,A,B,B,C,E,D,B,C,A,A,C,E,D,A,C,B,A,C,A,E,E,D,B,D,C
2996,39401654605,"1,052E+11",Presente,B,C,E,E,D,A,B,E,C,D,E,E,A,D,A,D,B,E,B,C,B,A,A,E,A,D,B,C,E,C,D,E,B,C,D,A,A,C,D,E,E,C,A,C,E,E,A,C,B,D,C,A,B,E,B,C,E,D,D,A,B,E,D,A,D,B,A,B,B,C
2997,39401658279,"1,02802E+11",Presente,E,A,D,C,C,B,C,E,C,C,B,E,C,B,B,E,B,E,B,D,B,B,C,B,A,D,D,C,D,A,B,A,C,E,D,A,A,C,D,B,E,E,B,B,C,C,D,E,C,B,D,D,D,A,B,C,B,A,C,D,C,A,C,A,E,C,C,E,A,D
2998,39401640993,"1,054E+11",Presente,E,A,C,E,D,B,C,E,C,C,A,E,D,B,B,B,B,D,B,A,B,E,E,E,A,C,A,C,C,B,A,A,A,B,D,A,A,C,D,E,A,B,D,D,C,C,B,E,A,D,C,B,E,A,D,E,C,D,D,D,E,A,A,D,E,C,A,D,B,D
2999,39401647189,"1,01503E+11",Presente,E,C,D,B,A,C,D,E,C,A,E,E,D,A,C,D,B,E,B,E,A,C,E,E,A,B,B,C,D,A,B,D,B,E,B,A,C,B,E,C,B,E,D,C,D,E,A,E,B,D,C,B,A,A,E,E,D,D,A,A,D,A,C,A,E,C,A,B,A,E
3000,39401658061,"1,01401E+11",Presente,E,A,B,D,B,B,C,B,D,A,C,E,A,C,B,B,C,D,B,A,B,D,B,E,A,D,A,C,B,B,B,A,B,E,D,A,A,C,D,C,B,C,E,C,B,C,C,D,B,D,C,B,A,A,D,C,C,D,E,D,E,A,C,A,C,C,A,A,B,D
3002,39401649928,"1,01101E+11",Presente,E,C,B,D,D,A,C,B,C,A,D,E,D,B,C,D,B,E,B,D,B,B,A,E,A,A,D,B,A,C,B,A,B,D,C,A,A,C,B,B,B,B,B,E,D,C,B,E,B,A,E,B,A,A,B,C,B,D,E,D,B,A,C,E,E,C,A,C,B,D
3004,39402681692,"1,01503E+11",Presente,E,B,A,C,D,A,C,D,A,E,A,E,D,E,C,B,B,D,B,A,E,B,E,E,A,B,D,C,E,C,B,E,C,C,C,D,D,B,B,A,A,C,B,C,A,C,E,D,C,D,B,A,B,A,D,C,E,C,C,B,E,A,E,A,E,A,B,C,E,D
3006,39401641540,"1,04905E+11",Presente,E,C,D,E,A,A,C,D,E,A,A,E,C,D,D,D,B,E,B,B,A,B,A,E,A,D,B,C,D,C,B,A,B,C,A,A,A,B,D,C,A,B,C,E,B,E,C,E,B,D,E,A,D,A,B,C,D,A,E,A,D,A,A,A,D,C,A,E,B,D
3007,39402671251,"1,019E+11",Presente,E,C,C,C,C,C,C,C,E,C,A,E,D,C,D,D,C,E,B,C,E,A,E,E,A,D,D,C,D,C,B,C,B,A,D,B,C,A,D,C,A,B,B,E,B,C,C,A,C,D,C,E,A,A,B,C,A,B,C,D,D,A,C,A,E,C,A,B,B,A
3008,39401651989,"1,04501E+11",Presente,C,B,C,B,E,B,D,D,E,D,D,E,B,E,D,D,B,E,B,C,E,B,D,B,B,C,B,C,E,D,B,D,C,C,D,B,A,B,D,A,B,C,E,C,B,C,C,C,C,C,C,E,A,A,B,E,A,C,C,A,D,A,C,A,E,C,C,C,B,C
3011,39401684645,"1,04905E+11",Presente,E,A,B,C,A,A,C,B,C,C,D,E,D,E,C,D,B,E,B,C,A,C,E,E,A,B,D,C,C,D,B,E,A,C,D,B,E,A,D,C,E,B,D,C,B,C,A,B,B,A,E,B,C,A,C,E,B,D,C,C,D,E,A,A,E,B,A,C,D,C
3012,39401664908,"1,04E+11",Presente,E,A,B,D,C,B,D,A,E,E,C,D,B,A,B,B,D,A,C,C,D,A,E,E,A,D,B,C,C,E,B,C,B,C,D,B,B,A,D,E,A,E,A,C,D,E,B,D,B,E,E,D,C,A,B,C,D,D,A,D,C,*,B,A,C,C,A,D,B,D
3016,39401665458,"1,039E+11",Presente,E,A,E,D,E,B,D,E,E,D,A,E,D,D,D,B,B,E,B,D,B,D,E,E,A,D,A,C,D,C,B,A,B,D,D,A,A,B,D,E,A,E,E,E,D,A,A,C,A,D,E,B,A,A,E,D,E,D,A,A,D,A,C,A,E,A,B,C,B,D
3017,39401656856,"1,03001E+11",Presente,C,A,C,D,A,B,C,E,D,C,E,E,B,E,B,D,B,E,B,B,A,B,D,D,A,D,E,C,D,B,B,A,B,A,A,A,A,A,D,E,B,A,A,C,E,E,D,A,B,A,B,C,A,A,B,A,D,D,C,A,D,A,C,A,D,C,A,A,B,C
3018,39401663563,"1,032E+11",Presente,E,A,D,B,C,A,B,E,D,B,D,E,A,D,A,B,B,D,C,C,A,E,B,E,A,B,B,C,C,C,A,A,C,E,D,A,A,C,B,E,A,E,C,E,C,D,A,D,B,A,D,B,D,A,E,C,B,C,C,A,C,A,E,B,E,C,A,D,B,C
3020,39401683744,"1,022E+11",Presente,E,B,C,C,D,B,D,B,D,C,E,E,C,B,B,C,A,A,B,B,A,B,B,A,A,D,B,C,A,B,A,A,B,C,B,A,B,A,E,C,D,B,B,A,B,A,B,C,C,C,C,D,D,A,B,A,C,D,A,A,D,A,B,A,*,D,B,B,A,C
3021,39401685150,"1,02802E+11",Presente,E,C,D,E,C,B,D,C,E,C,C,E,D,B,C,A,B,E,B,D,B,A,B,E,A,E,D,E,E,C,B,A,D,C,E,D,A,C,E,E,B,E,C,E,D,C,C,D,E,D,E,C,A,B,D,C,B,C,E,A,E,E,A,D,E,D,A,E,A,D
3023,39401652324,"1,047E+11",Presente,E,C,A,C,D,C,C,C,D,C,E,E,D,D,C,D,A,A,A,C,E,B,E,E,A,E,A,A,E,C,C,C,E,D,D,C,C,C,D,E,A,B,E,D,B,C,D,E,D,B,E,A,A,A,E,B,D,D,A,A,A,E,A,C,E,E,A,C,B,C
3024,39401666348,"1,05302E+11",Presente,D,C,D,A,A,C,C,B,E,C,A,E,E,D,B,A,B,D,B,C,A,B,D,E,A,B,A,E,D,B,A,D,A,E,B,D,A,B,D,E,B,E,C,D,B,B,E,E,D,B,C,E,A,C,A,C,A,A,E,E,A,B,A,A,E,B,B,B,B,C
3026,39401683745,"1,001E+11",Presente,E,A,D,D,D,A,C,B,E,C,A,E,E,A,D,C,B,E,B,B,B,B,C,B,A,D,A,C,B,C,B,A,B,E,C,A,A,A,D,E,A,A,D,D,B,A,C,C,C,D,C,A,A,A,E,E,E,D,C,A,C,A,C,C,*,C,B,A,B,E
3027,39401675074,"1,05102E+11",Presente,E,B,E,B,C,D,C,C,A,C,C,E,C,C,B,B,A,E,B,A,E,A,E,E,A,E,C,C,C,B,B,B,B,E,E,B,A,C,E,A,B,E,A,C,D,D,*,D,C,C,B,B,A,C,E,C,A,D,A,A,D,A,A,C,E,C,A,B,B,D
3028,39401670138,"1,01503E+11",Presente,E,B,C,A,D,D,C,B,E,A,C,E,E,A,B,E,A,A,B,D,A,B,D,A,A,B,C,C,A,D,A,D,A,D,D,D,A,B,E,B,A,D,B,C,E,E,D,D,C,D,D,E,A,C,B,C,E,D,C,E,A,D,D,C,E,B,A,E,C,D
3029,39401636539,"1,022E+11",Presente,E,C,C,E,D,D,A,A,B,B,*,D,B,B,C,B,E,A,D,B,A,C,D,A,B,D,C,A,E,C,A,D,B,D,E,C,A,B,D,E,A,A,A,B,B,B,B,E,E,A,E,B,C,C,C,C,D,D,C,A,E,E,E,C,E,D,E,B,E,A
3030,39401660207,"1,022E+11",Presente,E,B,C,E,A,A,C,C,B,C,E,E,D,A,B,B,A,B,B,B,B,B,E,E,A,E,A,C,D,C,B,A,B,C,A,A,A,C,D,E,D,A,A,C,D,D,A,C,B,C,C,A,A,A,B,C,E,C,C,D,C,A,A,A,E,B,A,C,B,D
3031,39401673710,"1,00902E+11",Presente,E,A,D,D,D,A,E,E,C,C,E,B,B,A,A,D,C,C,D,C,A,B,A,A,A,C,B,D,C,C,B,C,B,C,E,A,A,B,E,E,D,B,B,A,B,C,A,D,A,D,D,E,A,C,D,E,D,B,D,B,C,C,B,A,D,C,B,B,C,D
3032,39401675151,"1,00902E+11",Presente,E,A,C,A,B,A,D,A,E,C,B,E,C,E,D,D,B,E,B,B,E,A,B,E,A,A,A,C,E,C,B,A,D,C,D,B,A,B,D,C,D,E,A,C,B,C,C,E,C,B,E,B,A,B,B,C,D,C,B,E,D,A,C,A,E,C,C,C,A,B
3035,39401676348,"1,03801E+11",Presente,E,A,B,D,C,A,C,D,C,D,B,E,D,C,C,A,B,D,B,B,B,A,E,E,A,E,E,A,B,C,B,E,B,C,E,A,D,A,D,E,B,A,A,D,D,C,E,D,E,A,E,C,A,A,D,C,E,D,E,A,D,A,B,A,A,B,C,B,B,E
3036,39401643262,"1,05302E+11",Presente,E,A,C,A,B,C,D,B,C,A,B,E,D,E,B,C,B,E,B,C,A,A,D,B,A,B,B,A,C,E,B,C,E,D,A,B,D,D,D,B,C,E,E,D,B,D,D,E,E,B,C,B,A,A,B,C,B,D,D,B,D,E,D,B,B,C,B,A,A,D
3037,39402669886,"1,04602E+11",Presente,E,C,C,D,E,B,C,B,E,C,D,E,D,E,B,A,B,A,B,C,E,C,E,E,A,C,C,A,A,C,B,E,B,E,C,C,D,B,D,D,B,E,C,E,B,C,C,D,B,E,C,D,D,A,B,E,B,D,E,A,B,E,D,A,E,B,D,B,A,A
3038,39401641882,"1,05003E+11",Presente,E,B,D,D,D,D,D,D,E,C,D,E,E,B,C,B,E,D,B,D,A,A,B,A,A,B,C,A,C,B,C,D,D,E,E,C,B,C,D,D,E,E,C,D,E,B,E,D,B,A,C,B,A,D,E,C,D,D,E,A,E,A,D,A,C,D,B,C,D,C
3040,39401664747,"1,034E+11",Presente,E,C,C,C,B,C,C,D,E,A,D,E,C,A,D,A,E,C,D,C,B,A,E,E,B,B,A,C,C,B,B,D,C,C,C,D,D,B,D,E,A,E,C,B,E,A,C,D,A,B,A,A,C,A,D,A,D,C,C,D,C,A,A,A,E,C,A,C,B,B
3041,39401667961,"1,025E+11",Presente,E,A,D,C,B,A,C,E,E,E,E,B,C,C,A,B,A,E,B,B,B,D,E,E,A,B,A,C,D,D,B,A,C,C,A,A,A,B,D,E,B,C,D,E,B,E,A,E,B,C,C,B,A,A,B,C,A,D,B,A,E,A,A,A,E,B,A,A,B,A
3044,39401641255,"1,04301E+11",Presente,E,A,C,D,A,A,C,C,D,C,A,E,D,E,D,A,B,E,B,B,B,A,B,E,A,E,C,C,D,C,B,D,C,C,B,A,C,B,D,B,B,A,A,B,D,E,C,E,B,D,B,D,E,A,E,C,A,D,D,D,D,A,B,A,D,C,C,D,C,D
3045,39401681726,"1,01503E+11",Presente,E,A,E,C,A,C,C,D,E,B,C,E,B,A,B,E,D,A,C,D,A,B,E,B,A,A,A,C,E,B,B,D,B,E,D,E,B,B,E,E,E,E,D,B,A,D,D,E,A,B,A,A,A,C,D,C,D,D,E,A,C,A,A,A,C,C,A,B,B,D
3046,39402672797,"1,02003E+11",Presente,E,A,C,E,B,D,A,B,C,E,C,E,B,B,E,E,E,A,D,E,A,C,E,E,C,D,B,E,A,A,B,D,E,E,C,A,C,B,B,D,C,E,D,D,B,C,E,E,C,B,E,B,A,A,D,C,E,D,A,A,E,D,A,A,E,C,A,E,B,A
3047,39401636797,"1,03704E+11",Presente,E,D,B,C,D,D,B,D,A,E,B,E,C,B,B,A,B,B,B,B,B,B,B,E,A,D,B,A,D,C,B,E,D,C,A,A,A,C,C,D,E,E,A,D,E,A,D,C,D,B,C,E,A,A,D,E,D,D,E,A,E,A,C,A,E,C,C,C,B,D
3048,39401672879,"1,02003E+11",Presente,E,D,B,D,A,C,D,B,C,C,E,E,D,A,B,D,C,E,A,B,A,E,D,B,A,D,E,C,D,A,B,E,B,E,C,A,D,B,E,D,D,B,A,B,C,C,D,E,A,B,E,A,D,A,D,A,E,D,C,A,A,D,B,A,E,D,A,E,B,C
3049,39401672234,"1,01702E+11",Presente,E,D,C,C,C,B,D,D,D,B,D,A,D,C,C,A,B,C,D,D,A,B,E,C,D,C,A,C,C,D,B,E,C,B,C,D,B,E,C,C,C,C,E,C,B,C,E,C,E,D,D,A,A,A,C,A,C,E,C,B,D,E,E,C,C,B,B,C,D,D
3050,39401682498,"1,034E+11",Presente,A,B,E,C,C,B,C,A,C,A,E,E,E,B,A,B,B,A,A,A,*,C,E,E,C,D,D,C,E,A,B,D,B,B,C,A,C,A,D,C,A,B,D,C,D,B,A,B,C,B,D,E,B,A,B,C,B,D,E,A,E,A,A,E,D,E,B,C,A,B
3051,39401684180,"1,052E+11",Presente,E,C,D,D,A,A,C,A,C,C,E,E,B,C,A,D,B,E,B,A,B,B,E,E,A,A,D,C,A,E,A,C,E,C,E,A,A,B,D,E,A,B,E,C,D,A,B,E,A,C,D,D,A,C,B,A,D,C,B,E,D,E,D,A,B,C,A,E,B,D
3052,39401661236,"1,02003E+11",Presente,B,A,C,C,E,C,D,A,D,A,C,B,D,A,D,B,E,E,A,C,A,C,A,D,E,A,B,B,A,C,B,D,E,A,E,E,B,C,B,C,A,C,D,C,D,B,C,E,B,D,C,D,A,A,C,C,B,C,A,C,D,A,A,C,E,B,A,B,B,C
3053,39401650022,"1,02003E+11",Presente,B,D,C,C,E,D,C,D,D,B,B,E,D,A,C,A,E,E,A,E,A,D,B,E,A,B,B,C,E,A,B,E,C,C,D,B,B,B,D,C,B,B,B,D,E,C,C,B,A,D,D,D,B,A,E,C,C,C,A,C,C,A,C,C,E,C,C,C,A,D
3054,39401664944,"1,00601E+11",Presente,A,A,D,C,B,C,B,B,C,B,E,E,D,E,A,D,B,A,D,E,E,B,E,E,A,D,B,E,C,C,B,A,B,A,A,A,A,B,D,E,A,B,D,E,E,C,A,C,E,A,A,D,B,A,B,E,D,D,A,D,E,A,D,E,B,B,C,B,A,A
3055,39401683714,"1,01801E+11",Presente,E,C,A,B,D,E,A,B,D,A,C,E,B,A,C,E,E,E,D,B,E,B,C,B,A,C,B,C,A,D,B,D,D,C,D,B,D,E,C,A,E,A,B,D,C,E,B,B,B,A,D,E,D,B,A,C,E,A,E,B,D,A,A,C,E,C,A,B,C,D
3056,39401674173,"1,01702E+11",Presente,E,A,C,E,A,D,C,D,D,B,D,E,B,E,B,B,B,E,B,D,E,B,D,A,A,E,A,C,B,C,B,C,B,C,D,E,C,C,E,C,D,E,E,B,D,E,A,B,A,D,E,A,C,A,B,C,C,A,E,A,D,A,C,A,E,C,A,D,B,A
3057,39401652661,"1,00503E+11",Presente,E,C,B,A,B,E,C,C,D,C,A,E,D,C,B,B,A,E,B,C,C,A,B,B,A,A,C,C,E,C,B,D,D,C,C,D,A,B,E,C,E,D,A,B,B,C,C,B,E,A,D,D,B,A,A,E,E,D,E,A,A,A,C,A,E,C,D,E,B,B
3058,39401660436,"1,024E+11",Presente,E,A,C,D,D,A,C,D,C,B,D,E,C,B,B,C,B,E,B,B,A,E,E,E,D,D,B,C,B,D,B,A,A,C,C,A,A,A,D,A,A,C,B,A,B,E,D,E,C,D,D,B,A,A,C,E,C,E,C,A,D,A,B,A,C,C,D,E,C,C
3059,39402664272,"1,04905E+11",Presente,B,D,E,B,A,A,D,C,D,C,B,E,D,B,A,D,B,E,B,E,B,B,E,E,A,A,B,C,D,C,D,A,B,D,D,A,A,C,D,E,A,B,D,C,E,A,C,C,B,C,B,B,C,E,D,A,D,C,E,D,C,A,D,E,E,B,C,C,B,E
3060,39401681310,"1,003E+11",Presente,E,C,D,C,C,B,E,D,E,B,E,E,D,A,B,A,C,E,B,B,A,B,E,E,A,C,D,C,A,A,B,C,C,B,E,D,D,B,D,C,A,E,E,B,A,E,C,C,E,E,E,B,B,A,C,C,B,A,E,D,C,E,A,A,E,C,A,D,D,E
3061,39401669962,"1,04102E+11",Presente,E,A,C,E,B,B,B,D,D,A,E,E,E,D,D,B,C,E,B,B,A,B,E,E,A,A,D,C,B,E,B,A,B,C,E,A,A,C,D,E,A,B,B,C,B,C,D,C,C,D,E,B,A,A,E,A,D,D,C,A,D,A,D,A,D,C,B,C,B,D
3062,39401648140,"1,00503E+11",Presente,E,A,C,D,B,A,C,E,D,C,E,E,B,C,B,D,C,E,A,B,E,D,C,B,A,B,C,E,D,C,B,E,A,D,E,A,D,B,C,A,A,E,D,C,B,D,A,A,C,D,E,B,A,B,D,E,D,A,C,A,D,E,C,A,D,C,E,D,B,D
3063,39401660092,"1,05302E+11",Presente,B,A,B,E,B,B,C,D,C,C,C,E,C,D,A,D,C,E,B,B,E,B,C,B,A,D,D,C,C,A,B,D,B,C,E,A,D,A,D,B,E,D,E,E,B,B,C,E,B,B,C,B,C,B,E,C,D,D,B,D,E,A,C,A,E,B,D,B,A,D
3065,39401639956,"1,01503E+11",Presente,E,A,D,D,B,A,C,E,B,A,C,E,C,B,C,B,C,E,B,B,B,A,E,E,A,A,A,C,D,C,B,A,C,E,E,A,A,B,D,E,A,C,B,D,B,E,A,E,B,B,C,D,D,A,E,C,E,D,E,A,D,A,C,A,A,B,A,C,D,D
3066,39401635429,"1,001E+11",Presente,B,A,E,D,B,A,E,B,C,C,E,E,D,B,B,D,D,A,B,E,B,B,B,D,A,B,D,C,A,E,B,C,B,E,D,D,C,C,E,E,E,D,D,E,D,C,D,D,E,B,E,D,A,B,D,C,A,E,B,A,C,E,B,A,E,C,A,C,D,D
3067,39401670853,"1,02004E+11",Presente,B,A,B,E,A,A,B,C,D,D,C,E,C,C,B,B,D,D,B,B,B,C,E,E,B,A,C,C,D,E,A,A,C,C,D,B,A,B,D,E,B,A,D,E,A,C,E,E,A,B,E,A,C,A,D,C,D,D,E,D,B,A,A,A,D,C,A,D,C,D
3068,39401652067,"1,003E+11",Presente,E,A,B,D,C,A,C,B,E,C,B,E,E,C,D,D,A,E,B,B,E,D,C,B,A,C,A,C,E,A,B,A,D,A,C,A,A,B,D,E,C,D,A,C,B,B,E,C,D,B,E,B,C,B,D,C,D,C,B,A,C,A,A,E,E,A,A,A,D,D
3070,39401672064,"1,05102E+11",Presente,C,C,A,D,A,B,C,C,E,D,C,B,C,E,B,A,B,A,D,B,B,B,B,E,A,E,B,B,A,C,B,A,D,B,D,D,D,A,E,E,A,C,C,D,B,E,D,D,B,B,E,B,A,A,A,C,E,E,C,D,E,E,A,A,A,B,A,B,B,C
3071,39401677127,"1,04905E+11",Presente,C,A,C,E,D,E,C,B,A,B,D,D,E,B,E,A,B,E,B,C,E,A,C,B,B,B,A,D,C,C,B,D,B,E,B,E,B,C,B,A,E,B,E,A,B,B,C,E,B,C,B,A,A,E,E,A,B,C,E,A,D,A,A,A,E,B,C,D,D,D
3072,39401640404,"1,05003E+11",Presente,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,E,A,A,B,A,A,A,C,E,E,B,D,B,A,D,D,A,C,D,E,A,E,A,E,D,B,C,E,E,B,E,A,A,D,D,A,E,C,E,A,C,A,E,A,E,B,C,D,A,D
3073,39401673676,"1,05302E+11",Presente,E,A,D,C,B,A,B,D,C,C,E,E,D,A,D,C,C,E,B,B,B,C,E,E,A,D,D,C,C,E,B,A,E,C,E,A,A,B,D,E,A,B,A,C,B,B,A,C,B,D,B,D,A,A,D,E,A,D,D,A,C,A,D,A,E,C,A,E,A,D
3075,39401655880,"1,054E+11",Presente,E,B,B,B,B,B,C,B,B,C,B,E,B,B,A,B,B,D,A,B,B,A,B,E,A,B,D,A,B,C,A,B,E,B,C,D,C,C,C,B,D,E,E,C,C,E,B,D,B,D,B,B,B,B,B,A,B,B,C,E,B,A,B,B,E,B,A,D,B,D
3076,39401636091,"1,04602E+11",Presente,B,A,A,A,C,B,A,E,D,E,C,A,B,E,C,E,C,A,B,A,D,A,C,D,D,C,C,E,E,B,A,D,E,D,C,D,C,E,A,B,A,C,B,B,D,E,B,D,B,A,A,D,A,A,B,C,C,A,A,C,E,A,B,D,E,A,A,E,A,D
3077,39401639879,"1,04802E+11",Presente,A,D,D,D,C,A,E,E,D,A,E,E,D,E,D,D,C,D,B,B,A,B,A,E,A,A,A,C,B,E,A,D,E,D,D,B,E,A,E,B,B,C,A,E,C,A,D,E,B,D,B,C,A,C,B,B,D,D,E,D,D,A,C,E,E,C,A,C,B,D
3079,39401668081,"1,05102E+11",Presente,E,D,B,B,E,A,D,D,D,C,D,E,E,A,B,B,B,E,B,C,B,E,E,E,A,A,D,C,C,A,B,D,D,A,B,D,E,E,A,C,D,D,E,A,B,B,E,B,B,B,D,B,D,A,E,C,C,D,B,A,A,A,D,A,A,C,A,A,B,*
3080,39401644565,"1,05102E+11",Presente,E,C,B,D,A,B,D,B,C,A,D,E,B,D,B,E,C,A,C,B,D,C,E,E,A,A,D,B,B,C,B,A,D,E,C,A,C,C,D,E,C,A,C,B,B,D,A,E,C,B,D,B,E,D,A,C,B,D,A,C,E,B,D,E,C,C,B,D,A,E
3081,39401662938,"1,01702E+11",Presente,A,C,D,B,D,A,C,C,B,E,C,E,D,D,B,D,C,E,B,E,E,A,D,E,A,B,A,C,C,A,B,D,A,C,E,B,A,A,D,C,C,A,E,D,B,B,E,E,A,D,C,A,C,A,C,A,C,D,A,A,D,E,B,A,E,C,B,B,B,D
3082,39401635055,"1,023E+11",Presente,E,A,C,C,C,B,B,D,E,C,A,E,E,A,D,B,E,E,B,B,B,B,C,B,A,D,A,E,C,A,B,A,B,C,D,A,A,B,D,C,B,C,A,C,B,E,C,B,A,C,E,B,D,B,D,E,A,D,E,A,D,E,C,A,E,C,A,C,B,D
3083,39401659732,"1,04602E+11",Presente,E,A,C,C,C,B,C,C,E,C,C,E,C,C,C,C,B,D,B,B,D,A,B,E,D,D,D,C,C,C,B,A,B,C,C,C,D,B,C,C,A,E,A,B,B,C,C,C,C,B,C,B,A,A,E,A,C,C,C,B,D,A,A,A,A,C,C,C,B,D
3084,39401664555,"1,02004E+11",Presente,E,C,D,C,A,B,C,D,E,B,E,E,A,D,C,A,C,B,D,E,B,E,A,E,A,D,E,C,E,C,A,A,C,A,D,A,A,B,D,E,A,C,A,C,D,E,D,A,B,B,D,D,D,B,C,C,E,D,A,A,C,E,A,A,E,C,A,E,D,C
3085,39401671746,"1,05302E+11",Presente,E,A,B,C,A,B,C,E,B,C,A,E,D,A,D,D,B,E,B,B,A,D,C,B,A,D,A,C,D,C,B,A,B,E,D,A,A,C,D,E,A,E,B,D,B,C,C,A,B,E,A,B,A,E,B,C,E,C,C,E,C,A,C,A,E,C,A,C,B,E
3086,39401674737,"1,02004E+11",Presente,E,A,B,B,B,D,B,D,B,D,A,E,D,D,C,D,D,E,B,D,B,B,E,E,A,A,B,C,E,A,B,D,C,E,D,E,D,B,D,A,D,D,B,D,B,E,D,B,D,C,B,D,D,A,D,C,D,B,C,A,C,E,D,A,E,C,B,D,B,D
3087,39401684864,"1,02004E+11",Presente,E,A,B,D,E,A,E,C,E,C,E,E,C,B,B,B,B,E,B,D,B,B,C,E,A,C,D,D,C,C,A,A,E,D,A,A,A,B,D,A,D,D,D,C,E,E,D,E,B,A,C,D,C,B,D,A,A,D,A,A,B,A,C,A,D,C,E,C,E,C
3088,39401639477,"1,02004E+11",Presente,E,A,B,C,C,A,B,D,D,D,E,E,D,D,C,C,B,E,B,B,A,A,E,E,A,D,D,C,B,C,B,D,B,E,C,B,A,B,D,E,E,B,A,C,C,C,B,E,C,B,C,A,D,A,E,C,E,D,E,A,D,A,E,E,D,D,D,A,C,D
3089,39401654808,"1,01401E+11",Presente,D,A,C,C,C,A,C,C,D,C,D,E,C,D,B,C,B,D,B,B,B,B,B,E,A,A,E,C,D,C,A,A,A,B,E,A,A,A,D,A,B,E,A,C,B,C,B,E,B,C,D,C,B,A,E,A,B,E,E,D,C,E,D,A,E,C,E,C,B,D
3090,39401676872,"1,034E+11",Presente,E,A,D,C,D,B,C,A,A,C,E,E,D,B,D,D,B,E,B,A,B,B,E,E,A,D,A,C,E,D,B,C,B,E,C,B,A,C,D,C,A,B,A,A,D,B,E,C,E,B,E,B,A,A,B,D,A,D,C,A,D,A,C,A,E,C,D,B,A,B
3091,39401659982,"1,02004E+11",Presente,E,A,E,E,E,D,C,E,E,B,B,B,C,B,A,D,A,E,B,B,B,B,C,B,A,D,D,C,E,A,B,A,B,E,D,A,A,C,D,E,E,B,D,C,C,C,A,E,B,D,E,A,A,A,D,C,A,D,C,A,D,A,C,A,D,C,A,C,B,D
3092,39401649967,"1,02004E+11",Presente,C,B,B,C,D,A,B,B,A,A,A,E,B,B,C,B,D,A,A,A,E,E,B,A,B,C,D,A,C,C,B,D,D,D,E,A,B,E,B,B,C,E,C,C,C,A,A,D,C,B,A,A,C,B,B,C,A,A,C,D,D,A,A,A,E,B,B,C,C,
3093,39402641840,"1,00401E+11",Presente,E,A,B,D,A,A,C,D,E,D,B,E,D,C,B,A,B,D,D,D,B,A,E,E,A,D,D,C,B,C,B,C,B,A,D,A,A,C,E,B,D,E,E,D,C,C,A,E,A,C,B,A,C,B,E,A,C,D,C,C,E,A,D,A,D,B,A,E,D,C
