INSCRICAO,SEXO,ESTADO,REGIAO,ESPECIALIDADE,PRESENTE DIA1,CARGO,Matemática Discreta,Cálculo Diferencial e Integral,Álgebra Linear,Geometria Analítica,Análise Combinatória,Probabilidade e Estatística,Lógica Matemática,Organização de Arquivos e Dados,Técnicas de Programação,Circuitos Digitais,Análise de Algoritmos,Teoria dos Grafos,"Linguagens Formais, Autômatos e Computabilidade",Algoritmos e Estruturas de Dados,Linguagens de Programação,Sistemas Operacionais,Arquitetura e Organização de Computadores,Redes de Computadores,Computação Gráfica,Inteligência Artificial,Engenharia de Software,Sistemas Distribuídos,Compiladores,Processamento de Imagens,Banco de Dados,ANO,IDADE
47101174289-0,M,CE,nordeste,inteligência artificial,S,Mestrado/Doutorado,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,2018,21
47101174240-8,M,SP,sudeste,engenharia de software,S,Mestrado/Doutorado,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2018,31
47101174356-3,M,SP,sudeste,engenharia de software,S,Mestrado/Doutorado,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2018,30
47101172628-8,M,PR,sul,engenharia de software,S,Mestrado/Doutorado,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,2018,33
47101173490-7,M,AM,norte,inteligência artificial,S,Mestrado/Doutorado,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2018,24
47101175615-9,M,SC,sul,inteligência artificial,S,Mestrado/Doutorado,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2018,34
47101174746-4,M,CE,nordeste,banco de dados,S,Mestrado/Doutorado,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2018,23
47101174670-1,M,RS,sul,redes de computadores,S,Mestrado/Doutorado,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2018,28
47101153618-5,M,MA,nordeste,sistemas de computação,S,Mestrado/Doutorado,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2018,24
47101147726-0,M,PA,norte,sistemas embarcados,S,Mestrado/Doutorado,1.0,0.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2018,23
47101146539-8,M,SP,sudeste,sistemas de computação,S,Mestrado/Doutorado,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018,30
47101171526-4,M,SC,sul,engenharia de software,S,Mestrado/Doutorado,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,2018,29
47101153262-7,M,RS,sul,redes de computadores,S,Mestrado/Doutorado,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,2018,26
47101150966-9,M,MA,nordeste,arquitetura de computadores,S,Mestrado/Doutorado,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2018,22
47101173524-7,M,RS,sul,ciência de dados,S,Mestrado/Doutorado,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2018,38
47101175620-7,M,SP,sudeste,engenharia de software,S,Mestrado/Doutorado,2.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2018,35
47101173536-5,M,SP,sudeste,banco de dados,S,Mestrado/Doutorado,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2018,28
47101149842-7,M,SP,sudeste,sistemas de computação,S,Mestrado/Doutorado,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2018,24
47101171825-6,M,BA,nordeste,inteligência artificial,S,Mestrado/Doutorado,2.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,2018,23
47101174709-1,M,PR,sul,sistemas de informação,S,Mestrado/Doutorado,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,2018,36
47101174751-2,M,RS,sul,redes de computadores,S,Mestrado/Doutorado,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2018,27
47101149619-8,M,RS,sul,redes de computadores,S,Mestrado/Doutorado,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,2018,28
47101146267-0,M,RO,norte,inteligência artificial,S,Mestrado/Doutorado,2.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2018,24
47101146470-3,M,SP,sudeste,engenharia de software,S,Mestrado/Doutorado,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2018,34
47101146021-3,M,MS,centro_oeste,engenharia de software,S,Mestrado/Doutorado,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2018,47
47101146292-5,M,RS,sul,engenharia de software,S,Mestrado/Doutorado,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2018,26
47101172971-0,M,SP,sudeste,computação aplicada,S,Mestrado/Doutorado,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2018,24
47101174170-5,M,RS,sul,banco de dados,S,Mestrado/Doutorado,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2018,24
47101165746-5,M,PB,nordeste,engenharia de software,S,Mestrado/Doutorado,0.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2018,25
47101146661-0,M,PB,nordeste,redes de computadores,S,Mestrado/Doutorado,0.0,1.0,0.0,2.0,2.0,0.0,3.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2018,20
47101147778-1,M,SP,sudeste,computação aplicada,S,Mestrado/Doutorado,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2018,32
47101174261-4,M,SP,sudeste,sistemas de computação,S,Mestrado/Doutorado,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,2018,29
47101175478-3,M,CE,nordeste,ciência computacional,S,Mestrado/Doutorado,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2018,27
47101173781-0,M,MG,sudeste,inteligência artificial,S,Mestrado/Doutorado,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,2018,28
47101174175-5,M,CE,nordeste,ciência computacional,S,Mestrado/Doutorado,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,0.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,2018,25
47101156674-3,M,MT,centro_oeste,redes de computadores,S,Mestrado/Doutorado,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2018,28
47101163955-5,M,CE,nordeste,sistemas de informação,S,Mestrado/Doutorado,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,2018,29
47101171847-2,M,SP,sudeste,inteligência artificial,S,Mestrado/Doutorado,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2018,23
47101173941-2,M,RS,sul,inteligência artificial,S,Mestrado/Doutorado,2.0,0.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2018,24
47101160403-9,M,PA,norte,inteligência artificial,S,Mestrado/Doutorado,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2018,24
47101167069-3,M,CE,nordeste,ciência computacional,S,Mestrado/Doutorado,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,2018,24
47101175546-6,M,SC,sul,inteligência artificial,S,Mestrado/Doutorado,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,2018,21
47101166091-1,M,SC,sul,inteligência artificial,S,Mestrado/Doutorado,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2018,25
47101161331-2,M,PA,norte,engenharia de software,S,Mestrado/Doutorado,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2018,33
47101161115-1,F,SP,sudeste,computação aplicada,S,Mestrado/Doutorado,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2018,21
47101150764-4,M,SP,sudeste,computação aplicada,S,Mestrado/Doutorado,1.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,2018,22
47101146987-8,M,MG,sudeste,inteligência artificial,S,Mestrado/Doutorado,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2018,28
47101174059-1,M,SP,sudeste,engenharia de software,S,Mestrado/Doutorado,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2018,26
47101147721-0,M,MG,sudeste,redes de computadores,S,Mestrado/Doutorado,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,2018,23
47101177035-4,M,MA,nordeste,sistemas de computação,S,Mestrado/Doutorado,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2018,32
47101174224-1,F,CE,nordeste,sistemas de informação,S,Mestrado/Doutorado,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,2018,23
47101171663-4,F,PA,norte,inteligência artificial,S,Mestrado/Doutorado,1.0,2.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2018,24
47101158314-5,F,CE,nordeste,sistemas de informação,S,Mestrado/Doutorado,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2018,28
47101157242-6,M,AP,norte,inteligência artificial,S,Mestrado/Doutorado,2.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2018,30
47101146024-3,M,ES,sudeste,sistemas de informação,S,Mestrado/Doutorado,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2018,27
47101164930-5,M,MG,sudeste,redes de computadores,S,Mestrado/Doutorado,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2018,21
47101174834-3,M,CE,nordeste,ciência computacional,S,Mestrado/Doutorado,2.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2018,23
47101174449-2,M,MG,sudeste,sistemas distribuídos,S,Mestrado/Doutorado,0.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2018,22
47101150514-9,M,RN,nordeste,computação aplicada,S,Mestrado/Doutorado,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,2018,23
47101148052-0,M,RS,sul,banco de dados,S,Mestrado/Doutorado,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2018,23
47101163620-9,F,MS,centro_oeste,inteligência artificial,S,Mestrado/Doutorado,0.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2018,24
47101146043-0,F,ES,sudeste,sistemas de informação,S,Mestrado/Doutorado,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2018,27
47101152250-2,M,ES,sudeste,inteligência artificial,S,Mestrado/Doutorado,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2018,33
47101149654-0,M,PB,nordeste,engenharia de software,S,Mestrado/Doutorado,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,2018,25
47101147236-2,F,MS,centro_oeste,computação aplicada,S,Mestrado/Doutorado,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2018,21
47101175485-1,M,MT,centro_oeste,engenharia de software,S,Mestrado/Doutorado,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,2018,35
47101174893-2,F,SP,sudeste,computação aplicada,S,Mestrado/Doutorado,2.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2018,21
47101169764-7,M,SP,sudeste,sistemas de computação,S,Mestrado/Doutorado,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,2018,26
47101162236-1,M,RS,sul,sistemas de computação,S,Mestrado/Doutorado,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2018,22
47101167581-6,M,SP,sudeste,sistemas de computação,S,Mestrado/Doutorado,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2018,28
47101174715-0,M,MA,nordeste,inteligência artificial,S,Mestrado/Doutorado,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,2018,25
47101173425-0,F,MG,sudeste,inteligência artificial,S,Mestrado/Doutorado,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,2018,25
47101165590-1,F,PR,sul,inteligência artificial,S,Mestrado/Doutorado,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,2018,21
47101175647-3,M,CE,nordeste,ciência computacional,S,Mestrado/Doutorado,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2018,27
47101175530-8,M,RO,norte,inteligência artificial,S,Mestrado/Doutorado,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2018,28
47101176343-8,F,RS,sul,redes de computadores,S,Mestrado/Doutorado,1.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,2018,29
47101160783-6,F,PA,norte,inteligência artificial,S,Mestrado/Doutorado,1.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2018,22
47101146957-3,F,SP,sudeste,computação aplicada,S,Mestrado/Doutorado,1.0,0.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,2018,21
47101146253-2,M,CE,nordeste,sistemas de computação,S,Mestrado/Doutorado,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2018,34
47101155310-6,M,SP,sudeste,banco de dados,S,Mestrado/Doutorado,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2018,31
47101166586-0,F,SP,sudeste,computação aplicada,S,Mestrado/Doutorado,2.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2018,26
47101148276-1,F,RS,sul,engenharia de software,S,Mestrado/Doutorado,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2018,21
47101171413-9,M,MG,sudeste,sistemas de informação,S,Mestrado/Doutorado,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2018,25
47101174855-0,F,CE,nordeste,ciência computacional,S,Mestrado/Doutorado,1.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2018,24
47101176656-8,F,MA,nordeste,arquitetura de computadores,S,Mestrado/Doutorado,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,2018,37
47101167277-6,F,PR,sul,redes e sistemas distribuídos,S,Mestrado/Doutorado,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2018,26
47101150934-4,F,RS,sul,computação aplicada,S,Mestrado/Doutorado,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2018,25
47101171826-6,M,MG,sudeste,banco de dados,S,Mestrado/Doutorado,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,2018,21
47101174634-9,M,MS,centro_oeste,inteligência artificial,S,Mestrado/Doutorado,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,1.0,2.0,2018,25
47101174467-9,F,SP,sudeste,sistemas de computação,S,Mestrado/Doutorado,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,2018,32
47101177260-3,F,PR,sul,sistemas de informação,S,Mestrado/Doutorado,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,2018,22
47101166473-4,F,PR,sul,tecnologia da informação,S,Mestrado/Doutorado,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2018,24
47101161890-8,M,RS,sul,computação visual,S,Mestrado/Doutorado,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,2018,24
47101145989-1,F,PR,sul,tecnologia da informação,S,Mestrado/Doutorado,1.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2018,26
47101175542-6,M,CE,nordeste,ciência computacional,S,Mestrado/Doutorado,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,3.0,2.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2018,33
