SEXO,ESTADO,ESPECIALIDADE,Matemática Discreta,Cálculo Diferencial e Integral,Álgebra Linear,Geometria Analítica,Análise Combinatória,Probabilidade e Estatística,Lógica Matemática,Organização de Arquivos e Dados,Técnicas de Programação,Circuitos Digitais,Análise de Algoritmos,Teoria dos Grafos,"Linguagens Formais, Autômatos e Computabilidade",Algoritmos e Estruturas de Dados,Linguagens de Programação,Sistemas Operacionais,Arquitetura e Organização de Computadores,Redes de Computadores,Computação Gráfica,Inteligência Artificial,Engenharia de Software,Sistemas Distribuídos,Compiladores,Processamento de Imagens,Banco de Dados,IDADE,matematica,fund_computacao,tec_computacao,total,linhas_pesquisas,area_concentration,REGIAO
M,SC,engenharia de software,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,27,5.0,15.0,7.0,27.0,engenharia de software,informatica,sul
M,SP,computação aplicada,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,34,4.0,14.0,10.0,28.0,linhas concentradas,informatica,sudeste
M,MS,aplicações computacionais,0.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,21,14.0,18.0,9.0,41.0,linhas concentradas,informatica,centro_oeste
M,SP,sistemas de computação,0.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,28,8.0,12.0,8.0,28.0,linhas concentradas,informatica,sudeste
M,PB,engenharia de software,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,23,5.0,9.0,8.0,22.0,engenharia de software,informatica,nordeste
M,SP,sistemas de computação,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,21,6.0,16.0,12.0,34.0,linhas concentradas,informatica,sudeste
M,MA,aplicações computacionais,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,29,3.0,14.0,9.0,26.0,linhas concentradas,informatica,nordeste
M,PA,engenharia de software,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,38,6.0,8.0,7.0,21.0,engenharia de software,informatica,norte
M,RN,aplicações computacionais,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,24,5.0,11.0,9.0,25.0,linhas concentradas,informatica,nordeste
M,MA,aplicações computacionais,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,23,5.0,9.0,9.0,23.0,linhas concentradas,informatica,nordeste
M,SP,aplicações computacionais,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,23,5.0,14.0,7.0,26.0,linhas concentradas,informatica,sudeste
M,RS,inteligência artificial,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,20,8.0,17.0,9.0,34.0,inteligência artificial,computacao,sul
M,MG,inteligência artificial,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,21,8.0,14.0,12.0,34.0,inteligência artificial,computacao,sudeste
M,RJ,inteligência artificial,2.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,23,7.0,10.0,9.0,26.0,inteligência artificial,computacao,sudeste
M,SP,otimização,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,23,7.0,4.0,6.0,17.0,inteligência artificial,computacao,sudeste
M,AL,otimização,0.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,23,9.0,21.0,14.0,44.0,inteligência artificial,computacao,nordeste
M,PI,aplicações computacionais,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,22,6.0,8.0,9.0,23.0,linhas concentradas,informatica,nordeste
M,MG,inteligência artificial,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,34,3.0,14.0,10.0,27.0,inteligência artificial,computacao,sudeste
M,SP,sistemas de computação,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,33,5.0,12.0,11.0,28.0,linhas concentradas,informatica,sudeste
M,SP,engenharia de software,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,31,3.0,7.0,7.0,17.0,engenharia de software,informatica,sudeste
M,MS,aplicações computacionais,0.0,2.0,2.0,3.0,3.0,1.0,3.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,22,14.0,22.0,13.0,49.0,linhas concentradas,informatica,centro_oeste
M,MG,inteligência artificial,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27,5.0,10.0,7.0,22.0,inteligência artificial,computacao,sudeste
M,MG,inteligência artificial,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,32,5.0,14.0,10.0,29.0,inteligência artificial,computacao,sudeste
M,MG,engenharia de software,2.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,30,11.0,13.0,7.0,31.0,engenharia de software,informatica,sudeste
M,SP,inteligência artificial,1.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,23,6.0,6.0,5.0,17.0,inteligência artificial,computacao,sudeste
M,PR,banco de dados,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,21,4.0,10.0,6.0,20.0,linhas concentradas,informatica,sul
M,SP,banco de dados,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,24,6.0,11.0,6.0,23.0,linhas concentradas,informatica,sudeste
M,RS,inteligência artificial,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,27,7.0,17.0,10.0,34.0,inteligência artificial,computacao,sul
M,SC,engenharia de software,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,22,7.0,16.0,10.0,33.0,engenharia de software,informatica,sul
M,MG,banco de dados,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,26,6.0,12.0,9.0,27.0,linhas concentradas,informatica,sudeste
M,MS,redes de computadores,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0,22,1.0,8.0,9.0,18.0,redes de computadores,computacao,centro_oeste
M,MS,inteligência artificial,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,26,6.0,10.0,8.0,24.0,inteligência artificial,computacao,centro_oeste
M,RS,aplicações computacionais,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,28,4.0,10.0,7.0,21.0,linhas concentradas,informatica,sul
M,MT,computação aplicada,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,32,4.0,10.0,9.0,23.0,linhas concentradas,informatica,centro_oeste
M,MS,redes de computadores,2.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,30,9.0,13.0,11.0,33.0,redes de computadores,computacao,centro_oeste
M,BA,engenharia de software,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,32,2.0,11.0,6.0,19.0,engenharia de software,informatica,nordeste
M,AM,sistemas de computação,0.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,23,7.0,12.0,8.0,27.0,linhas concentradas,informatica,norte
M,MA,aplicações computacionais,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,31,3.0,13.0,9.0,25.0,linhas concentradas,informatica,nordeste
M,MS,sistemas de computação,2.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,23,13.0,11.0,5.0,29.0,linhas concentradas,informatica,centro_oeste
M,SP,otimização,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,25,17.0,19.0,8.0,44.0,inteligência artificial,computacao,sudeste
M,RS,metodologias e técnicas de computação,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,25,5.0,10.0,12.0,27.0,redes de computadores,computacao,sul
M,GO,metodologias e técnicas de computação,1.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,41,8.0,11.0,9.0,28.0,redes de computadores,computacao,centro_oeste
M,PR,inteligência artificial,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,31,12.0,23.0,14.0,49.0,inteligência artificial,computacao,sul
M,SP,aplicações computacionais,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,20,8.0,12.0,10.0,30.0,linhas concentradas,informatica,sudeste
M,MS,computação aplicada,1.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,23,8.0,15.0,12.0,35.0,linhas concentradas,informatica,centro_oeste
M,SP,sistemas de computação,3.0,1.0,2.0,2.0,3.0,2.0,3.0,0.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,25,16.0,19.0,11.0,46.0,linhas concentradas,informatica,sudeste
M,MS,engenharia de software,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,26,6.0,10.0,9.0,25.0,engenharia de software,informatica,centro_oeste
M,GO,sistemas de computação,2.0,2.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,28,10.0,12.0,7.0,29.0,linhas concentradas,informatica,centro_oeste
F,PB,redes de computadores,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,22,4.0,10.0,9.0,23.0,redes de computadores,computacao,nordeste
M,MG,inteligência artificial,2.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,21,11.0,18.0,9.0,38.0,inteligência artificial,computacao,sudeste
M,SC,sistemas de computação,1.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,26,16.0,18.0,10.0,44.0,linhas concentradas,informatica,sul
M,SE,aplicações computacionais,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,27,6.0,11.0,10.0,27.0,linhas concentradas,informatica,nordeste
M,BA,engenharia de software,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,25,6.0,16.0,11.0,33.0,engenharia de software,informatica,nordeste
M,PA,inteligência artificial,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,29,6.0,14.0,9.0,29.0,inteligência artificial,computacao,norte
M,SC,engenharia de software,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,26,14.0,14.0,11.0,39.0,engenharia de software,informatica,sul
M,PA,redes de computadores,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,23,4.0,12.0,5.0,21.0,redes de computadores,computacao,norte
M,CE,sistemas de computação,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,27,14.0,10.0,9.0,33.0,linhas concentradas,informatica,nordeste
M,PB,engenharia de software,0.0,2.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,28,10.0,14.0,9.0,33.0,engenharia de software,informatica,nordeste
M,SP,inteligência artificial,3.0,3.0,3.0,3.0,0.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,27,17.0,15.0,6.0,38.0,inteligência artificial,computacao,sudeste
M,PR,inteligência artificial,2.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,21,16.0,21.0,7.0,44.0,inteligência artificial,computacao,sul
M,GO,sistemas de computação,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,21,13.0,15.0,8.0,36.0,linhas concentradas,informatica,centro_oeste
M,ES,redes de computadores,1.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,34,7.0,12.0,8.0,27.0,redes de computadores,computacao,sudeste
M,SP,sistemas de computação,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,30,14.0,13.0,7.0,34.0,linhas concentradas,informatica,sudeste
M,SC,aplicações computacionais,2.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,67,9.0,14.0,7.0,30.0,linhas concentradas,informatica,sul
M,MS,engenharia de software,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25,5.0,11.0,5.0,21.0,engenharia de software,informatica,centro_oeste
M,PI,sistemas de computação,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,40,4.0,9.0,4.0,17.0,linhas concentradas,informatica,nordeste
M,PA,redes de computadores,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,22,4.0,10.0,6.0,20.0,redes de computadores,computacao,norte
M,RS,inteligência artificial,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,36,6.0,12.0,8.0,26.0,inteligência artificial,computacao,sul
M,AM,sistemas embarcados,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,27,6.0,9.0,6.0,21.0,redes de computadores,computacao,norte
M,SP,inteligência artificial,2.0,3.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,23,13.0,13.0,6.0,32.0,inteligência artificial,computacao,sudeste
M,GO,otimização,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,22,5.0,18.0,13.0,36.0,inteligência artificial,computacao,centro_oeste
M,PE,aplicações computacionais,3.0,2.0,3.0,3.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,29,16.0,15.0,8.0,39.0,linhas concentradas,informatica,nordeste
F,CE,sistemas de computação,3.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,52,10.0,12.0,3.0,25.0,linhas concentradas,informatica,nordeste
F,PA,computação aplicada,1.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,23,8.0,11.0,5.0,24.0,linhas concentradas,informatica,norte
M,MG,redes de computadores,2.0,2.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,21,13.0,15.0,10.0,38.0,redes de computadores,computacao,sudeste
M,GO,aplicações computacionais,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,32,7.0,14.0,5.0,26.0,linhas concentradas,informatica,centro_oeste
M,GO,banco de dados,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,22,9.0,13.0,6.0,28.0,linhas concentradas,informatica,centro_oeste
M,MT,aplicações computacionais,3.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20,9.0,16.0,3.0,28.0,linhas concentradas,informatica,centro_oeste
M,PB,aplicações computacionais,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,32,5.0,10.0,7.0,22.0,linhas concentradas,informatica,nordeste
M,PR,redes de computadores,2.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,52,10.0,12.0,6.0,28.0,redes de computadores,computacao,sul
M,PB,sistemas de informação,1.0,0.0,3.0,2.0,1.0,0.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,27,10.0,17.0,5.0,32.0,redes de computadores,computacao,nordeste
M,CE,sistemas de informação,1.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,26,17.0,18.0,9.0,44.0,redes de computadores,computacao,nordeste
F,SP,aplicações computacionais,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,0.0,3.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,22,12.0,19.0,6.0,37.0,linhas concentradas,informatica,sudeste
M,MG,banco de dados,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,21,6.0,13.0,4.0,23.0,linhas concentradas,informatica,sudeste
M,MG,sistemas de computação,2.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,38,15.0,18.0,11.0,44.0,linhas concentradas,informatica,sudeste
M,PR,aplicações computacionais,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,21,9.0,14.0,5.0,28.0,linhas concentradas,informatica,sul
M,PI,sistemas de computação,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,36,6.0,17.0,6.0,29.0,linhas concentradas,informatica,nordeste
M,PI,sistemas de informação,2.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31,11.0,10.0,3.0,24.0,redes de computadores,computacao,nordeste
F,PA,redes de computadores,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,25,3.0,10.0,4.0,17.0,redes de computadores,computacao,norte
M,GO,aplicações computacionais,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,22,7.0,15.0,8.0,30.0,linhas concentradas,informatica,centro_oeste
M,PR,sistemas de computação,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24,1.0,13.0,3.0,17.0,linhas concentradas,informatica,sul
M,SP,sistemas de computação,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,39,7.0,13.0,5.0,25.0,linhas concentradas,informatica,sudeste
