NÚMERO DE INSCRIÇÃO,SITUAÇÃO,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,ANO
51801394681,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019
51802393671,Presente,A,D,B,B,E,B,D,A,C,B,D,C,B,C,B,B,D,A,C,D,A,C,B,C,B,D,A,B,B,D,C,D,A,E,A,B,B,E,D,B,A,D,D,E,B,D,C,A,C,A,A,C,C,A,A,D,D,B,D,C,B,B,D,B,C,D,B,E,B,B,2019
51801353971,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019
51801371115,Presente,C,B,B,E,C,C,B,A,D,B,A,B,B,A,B,E,E,A,D,C,A,E,B,C,B,D,D,A,B,D,B,D,A,A,C,E,B,E,A,B,D,D,C,A,C,A,A,C,A,C,B,B,C,A,E,A,E,D,A,C,A,E,D,D,E,C,E,A,C,A,2019
51801394154,Presente,A,B,D,E,B,B,D,A,D,C,C,E,B,E,E,B,D,B,B,E,A,E,B,C,E,D,A,B,E,D,C,B,A,B,B,D,D,E,C,C,B,D,D,B,C,A,D,B,D,C,E,B,B,A,A,C,B,C,D,D,B,D,C,A,A,C,E,A,C,B,2019
51801388608,Presente,A,A,D,E,C,B,E,A,B,C,C,B,C,D,B,B,C,B,B,E,C,D,B,C,B,D,A,A,B,D,C,D,A,E,E,B,B,E,E,C,E,A,E,D,C,A,C,C,C,C,E,B,B,D,E,E,B,B,B,C,D,C,B,D,A,A,E,D,C,E,2019
51801354575,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019
51801392652,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019
51801395394,Presente,C,A,D,E,B,E,D,A,E,B,C,D,A,E,E,B,B,A,C,E,A,D,C,C,D,D,A,D,A,D,C,D,E,A,E,A,B,E,C,A,E,D,B,A,B,A,A,B,A,C,D,B,C,B,D,C,E,E,A,D,B,D,B,A,C,C,E,C,A,A,2019
51802361906,Presente,A,B,D,E,A,C,D,B,E,B,A,E,D,E,E,B,A,E,C,E,C,C,B,C,B,D,A,B,E,D,C,D,E,A,B,D,D,D,D,D,D,D,E,C,E,A,C,B,E,C,C,B,B,B,A,A,A,B,C,C,A,D,A,D,E,A,B,A,C,B,2019
51802397497,Presente,E,B,E,C,E,A,B,A,D,B,A,B,C,E,E,D,D,A,E,D,A,B,B,C,B,D,A,C,D,D,C,D,A,E,C,D,D,E,C,E,C,D,C,A,B,A,D,B,D,C,C,B,E,E,D,A,B,E,D,C,E,E,A,A,A,A,E,D,C,E,2019
51802378204,Presente,A,B,D,E,E,B,D,A,A,C,D,B,B,E,E,C,A,A,D,C,C,E,C,E,D,C,A,A,B,D,C,D,E,D,B,A,D,E,A,D,A,A,D,A,A,A,C,A,C,C,E,B,B,A,C,D,B,A,E,E,B,A,B,A,B,A,E,D,C,A,2019
51801394933,Presente,C,D,E,B,B,D,D,A,E,E,A,C,B,E,E,B,D,E,B,D,E,D,B,C,E,C,A,E,E,D,E,B,A,D,E,D,D,E,B,B,D,D,D,D,B,A,C,E,B,A,E,A,E,E,D,A,A,C,C,C,E,D,B,A,E,D,B,A,C,B,2019
51801355648,Presente,C,B,B,C,B,B,B,B,B,B,C,D,A,E,E,B,A,A,B,E,C,B,B,C,B,D,D,C,A,D,E,B,A,D,B,D,C,E,B,B,B,C,E,B,B,A,B,B,B,A,B,B,B,C,B,A,E,E,A,C,B,B,B,B,D,C,C,A,C,A,2019
51801354452,Presente,A,B,D,D,B,B,D,C,E,E,C,B,D,E,B,C,A,A,D,C,A,A,C,C,B,D,A,B,D,D,C,D,A,E,A,D,B,E,E,C,D,A,C,B,C,B,D,C,D,C,E,B,C,B,E,C,B,C,C,C,B,C,D,A,C,A,D,C,C,B,2019
51801397131,Presente,B,E,C,E,C,A,D,B,C,A,A,D,A,C,E,C,B,D,C,D,A,B,D,C,E,D,A,B,E,D,A,E,B,E,A,C,B,E,D,B,C,B,B,E,B,A,D,E,C,C,A,C,C,A,E,D,C,E,C,C,B,D,E,A,A,A,E,D,D,E,2019
51801397462,Presente,C,B,B,C,C,E,D,D,E,B,E,B,C,E,B,A,B,D,B,B,C,D,B,C,C,D,A,B,B,D,D,E,E,A,B,A,A,E,A,A,A,C,C,D,B,A,D,D,B,C,B,A,C,C,E,C,D,B,C,C,C,A,D,B,A,D,B,D,E,A,2019
51801393678,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019
51801391689,Presente,A,A,D,E,D,B,D,A,D,C,B,B,A,A,B,B,D,B,D,D,A,C,B,C,B,D,A,D,B,D,A,D,A,A,A,D,B,E,C,A,E,E,D,A,E,A,B,B,A,C,B,B,B,B,E,A,C,B,A,C,E,E,E,B,C,D,E,C,E,B,2019
51801390569,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019
51801394610,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019
51801363457,Presente,A,B,D,E,E,B,D,A,A,D,C,B,C,E,C,E,A,A,D,E,A,A,B,C,E,D,A,B,B,C,A,D,E,E,B,D,B,E,D,C,D,A,B,D,C,A,D,B,D,C,D,B,C,C,D,D,E,E,D,D,B,D,C,A,A,B,B,B,D,B,2019
51801376753,Presente,C,A,D,E,,,,,B,D,,A,,E,B,B,E,B,,D,C,,A,C,D,D,B,A,E,A,D,A,E,A,B,D,D,E,,,C,C,D,,B,A,A,,,A,,,C,B,,A,C,B,A,C,,A,,,C,,B,E,C,A,2019
51801354780,Presente,B,A,C,E,A,B,D,C,E,C,C,B,A,E,B,B,C,A,D,B,A,D,B,C,B,D,A,A,B,D,A,D,A,A,D,B,B,E,C,A,A,D,D,C,C,E,A,B,D,C,E,A,C,E,A,A,C,A,B,C,A,E,E,A,E,A,E,D,E,A,2019
51801363553,Presente,C,B,A,D,C,D,B,B,D,B,A,C,C,C,E,B,C,E,C,D,E,D,B,C,C,D,B,B,B,D,C,B,A,A,B,C,B,E,D,E,A,B,D,A,E,A,C,D,B,A,A,B,B,C,E,D,B,B,C,C,A,C,A,B,A,B,C,C,D,A,2019
51801384440,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019
51801368731,Presente,D,B,E,C,C,B,D,B,E,A,C,B,A,E,A,B,B,B,C,A,A,A,A,C,E,D,D,A,C,D,A,E,C,C,D,A,A,E,D,C,B,E,B,D,D,A,D,D,D,C,B,D,C,B,B,D,C,E,B,C,C,E,C,A,A,A,D,B,C,E,2019
51801386134,Presente,A,A,A,B,C,B,A,D,E,C,C,A,B,D,C,E,B,B,A,E,E,C,C,C,C,D,A,C,D,D,A,D,A,D,B,B,B,E,A,C,E,E,D,D,A,A,A,B,D,C,D,B,C,B,D,A,B,E,C,B,E,D,D,A,C,D,B,D,D,A,2019
51801394742,Presente,D,D,E,B,C,B,B,A,E,E,A,B,C,A,B,B,C,A,C,B,C,C,D,C,B,D,B,B,D,E,C,A,E,B,E,B,A,E,A,D,C,B,D,E,B,A,D,C,B,C,C,B,E,D,E,A,E,A,B,C,B,D,D,A,A,C,E,C,C,B,2019
51801388335,Presente,A,B,E,E,E,A,D,C,E,E,E,A,B,E,E,B,A,E,B,A,E,A,B,C,D,D,A,A,B,D,A,D,A,B,B,A,B,E,C,E,E,D,E,C,B,A,D,E,A,B,B,B,C,A,E,A,E,E,A,D,D,D,C,A,A,A,C,D,C,E,2019
51801386725,Presente,D,E,B,E,B,C,D,A,B,B,A,A,C,E,B,D,C,E,C,C,E,C,C,C,D,E,D,A,B,D,*,C,A,E,B,D,D,C,A,C,B,A,D,C,B,A,D,D,C,C,D,B,C,D,C,C,D,E,D,B,B,A,E,A,C,D,E,C,E,E,2019
51801394315,Presente,A,B,D,D,E,B,D,A,A,D,C,A,E,E,A,B,E,A,C,E,C,C,E,C,B,D,B,B,E,C,C,D,A,D,B,B,D,D,A,A,A,C,E,B,A,A,A,C,C,C,A,B,B,E,C,D,A,E,D,C,A,D,C,A,E,E,E,A,C,A,2019
51802397112,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019
51801374924,Presente,A,A,B,E,E,B,D,A,A,C,C,B,A,E,A,B,B,A,D,A,,E,D,C,B,D,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
51801394508,Presente,D,A,D,B,C,B,D,A,D,C,C,E,C,E,E,B,E,E,D,C,A,E,B,C,B,D,A,B,E,D,C,D,E,A,B,B,B,E,C,C,C,A,D,B,B,A,B,D,C,C,E,B,C,B,E,C,A,E,A,C,B,E,B,B,C,C,E,B,C,A,2019
51801386269,Presente,A,A,D,A,C,B,B,B,B,B,D,D,A,E,E,B,C,A,C,E,A,C,B,C,B,D,A,E,C,D,D,D,A,C,B,D,B,E,C,C,C,A,E,B,C,A,A,B,E,C,B,B,C,A,E,A,B,E,C,D,A,C,D,A,B,D,D,C,C,B,2019
51801394767,Presente,C,A,C,D,D,D,C,B,C,D,A,A,A,E,A,C,E,B,C,C,E,D,E,A,B,B,B,B,B,D,A,E,C,E,D,B,D,E,E,C,D,D,B,D,A,A,C,B,C,D,C,D,B,D,D,A,B,B,C,C,E,A,C,A,E,B,B,A,A,A,2019
51802392137,Presente,A,A,D,E,E,D,B,A,C,B,D,B,C,A,C,B,B,A,C,E,C,E,B,C,B,E,C,B,A,D,C,D,D,A,E,B,B,E,A,A,E,D,D,C,A,A,B,D,D,E,B,B,C,D,E,A,B,E,E,C,E,D,E,D,A,C,C,E,D,A,2019
51801384206,Presente,C,B,A,C,D,D,A,D,C,C,C,B,C,E,B,E,A,B,B,D,A,D,B,C,B,D,A,B,B,D,C,D,C,A,A,C,B,E,D,A,A,A,E,C,E,A,C,D,D,C,E,B,C,D,A,C,E,A,C,D,B,D,B,A,E,C,B,C,C,E,2019
51801394852,Presente,E,E,A,C,C,C,E,B,B,C,C,B,A,E,B,B,B,B,D,C,E,A,B,E,D,D,D,B,C,D,A,D,D,E,E,D,B,E,A,E,D,B,B,A,E,A,A,B,D,C,B,B,B,D,E,A,B,C,C,D,B,D,C,D,E,D,B,C,C,A,2019
51801370672,Presente,B,D,E,B,D,D,D,A,C,B,C,B,D,B,A,E,D,D,C,E,C,E,B,C,D,D,A,B,E,D,C,D,C,E,A,D,B,D,D,C,B,A,E,C,C,A,D,D,D,C,B,E,C,B,D,A,E,E,B,D,B,D,B,A,A,C,C,B,A,B,2019
51801357418,Presente,A,B,D,E,D,B,D,A,D,C,C,B,B,A,E,D,D,A,C,E,A,D,B,C,B,D,D,A,E,D,D,E,E,B,D,C,B,E,E,D,D,D,D,D,D,A,D,D,D,D,B,D,D,D,E,C,B,D,D,D,D,D,D,D,D,A,B,A,C,D,2019
51801392916,Presente,E,C,D,E,A,A,D,A,D,*,*,B,E,E,B,B,C,A,D,E,A,D,B,C,A,C,A,B,E,D,C,E,A,D,A,D,D,C,A,A,C,A,D,E,E,A,A,D,C,E,B,B,C,B,E,A,E,D,C,C,B,A,E,D,E,A,B,E,*,A,2019
51801373432,Presente,A,B,D,E,E,B,D,A,A,C,C,B,B,E,B,B,E,B,D,C,A,C,B,C,B,D,A,B,B,D,A,C,A,A,A,E,B,E,C,C,E,A,D,C,E,A,B,B,D,A,B,B,C,A,E,A,B,B,B,D,A,D,D,A,A,C,B,A,C,A,2019
51801394189,Presente,A,C,C,C,B,C,C,A,E,D,C,B,C,C,E,B,B,E,C,E,C,B,B,C,B,D,A,B,C,D,A,D,E,A,C,D,B,E,C,E,C,E,D,C,C,C,C,C,C,A,C,B,C,D,C,A,B,E,A,C,B,C,D,A,C,C,E,D,C,D,2019
51801386466,Presente,A,B,D,E,E,B,D,A,E,C,C,B,C,B,B,B,C,A,D,E,C,C,C,C,B,D,A,C,B,E,A,D,E,E,B,B,C,E,D,B,C,D,B,A,C,A,A,C,B,C,C,E,C,C,D,A,B,D,A,C,B,E,D,D,C,A,B,D,A,B,2019
51801381339,Presente,C,A,D,A,B,D,D,E,C,E,C,E,C,A,D,C,A,A,D,E,A,C,C,C,E,D,B,B,B,D,C,A,E,A,B,B,B,E,C,E,E,B,A,D,C,C,D,B,B,A,D,B,C,A,B,A,B,E,B,C,E,D,C,A,E,C,E,A,C,E,2019
51801353946,Presente,D,A,B,C,B,C,D,E,A,B,A,B,C,B,E,B,C,B,D,C,E,C,B,C,B,A,D,B,E,D,A,D,E,B,E,B,C,E,A,C,E,A,B,D,A,A,D,B,D,A,C,B,E,A,E,A,B,C,E,C,D,A,B,B,E,A,D,D,C,B,2019
51801394985,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019
51801353923,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019
51801396233,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019
51801354776,Presente,A,B,B,E,E,C,D,A,B,C,A,D,B,E,C,D,C,E,C,D,A,B,B,C,B,D,A,B,E,D,E,D,E,D,B,A,B,E,C,C,E,A,D,E,E,A,D,B,C,C,C,B,B,A,E,A,C,B,B,D,B,E,D,A,A,A,E,D,C,E,2019
51801391817,Presente,D,D,E,E,D,D,E,E,B,E,C,C,B,B,D,D,A,A,C,B,D,A,C,C,C,B,B,C,E,E,B,C,E,A,E,E,D,E,E,E,E,B,D,C,C,B,D,C,E,C,E,B,A,D,A,C,B,E,B,C,E,B,D,D,A,D,B,A,B,E,2019
51801371414,Presente,A,B,C,B,E,D,C,A,E,A,C,B,B,E,B,B,A,B,D,E,A,D,B,C,A,D,A,B,E,D,D,D,E,D,A,B,B,E,C,C,E,A,D,A,B,A,C,E,D,C,C,B,B,A,D,A,C,E,B,C,B,C,C,D,A,A,B,C,D,D,2019
51801390684,Presente,A,D,D,E,C,A,A,B,B,D,C,E,C,E,E,B,C,A,D,D,C,C,B,C,B,D,A,B,E,D,A,D,E,A,B,B,B,E,C,B,E,A,D,D,B,A,C,C,D,C,C,B,B,B,D,A,C,E,C,D,B,D,E,C,A,C,D,C,C,E,2019
51801394758,Presente,A,B,D,C,E,D,D,A,B,C,A,B,E,A,B,D,C,A,E,C,A,D,C,C,B,D,A,B,E,D,C,D,A,D,E,C,B,E,A,A,D,D,E,B,C,A,A,C,B,E,D,B,C,D,A,E,B,B,C,C,A,C,B,D,A,B,C,D,C,A,2019
51801376021,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019
51801378946,Presente,E,B,D,B,C,C,E,B,E,C,A,B,E,E,B,B,E,E,E,D,C,E,B,C,B,A,A,B,E,D,C,D,A,A,B,B,B,E,A,C,C,A,D,A,D,A,E,E,E,C,E,B,B,A,D,A,E,E,B,C,B,C,E,A,A,C,C,A,C,E,2019
51802385418,Presente,E,B,C,B,C,C,D,B,C,D,D,B,B,E,E,B,A,C,B,E,A,D,B,C,B,D,D,E,E,D,A,E,C,A,E,D,D,E,D,C,E,D,C,A,D,A,C,B,B,A,B,C,B,E,E,A,B,B,D,E,B,D,E,A,E,A,B,D,E,A,2019
51802354611,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019
51801394590,Presente,A,B,D,E,A,B,D,A,C,C,C,B,D,E,B,B,B,B,D,E,A,B,B,C,B,D,A,E,E,D,C,D,A,C,B,C,B,E,C,C,E,A,D,C,C,D,C,A,C,C,B,B,B,C,E,A,B,B,E,C,B,E,E,B,A,C,C,B,C,A,2019
51801370401,Presente,A,B,D,E,E,B,E,C,B,E,A,B,E,E,B,B,A,B,C,E,A,E,B,C,B,D,A,B,E,D,C,D,A,D,A,B,B,E,C,E,D,D,D,D,E,A,B,B,B,D,D,B,C,B,A,A,E,B,C,C,B,C,E,A,A,D,E,D,C,D,2019
51801396690,Presente,A,D,D,C,C,C,A,D,B,A,C,E,B,D,A,B,A,E,C,C,A,E,B,C,E,D,A,B,A,D,B,D,E,E,E,E,D,C,A,C,E,B,D,C,B,A,D,E,D,C,D,B,B,B,D,A,A,D,B,D,B,B,D,A,A,C,B,C,E,A,2019
51801371384,Presente,A,B,D,B,E,B,D,A,A,E,A,D,A,E,E,B,B,A,C,E,C,D,B,C,B,D,B,B,D,E,C,D,A,A,B,B,D,E,D,E,E,A,D,D,A,A,B,D,C,A,D,B,B,C,E,D,B,E,E,C,B,D,B,A,C,C,B,A,C,A,2019
51801354036,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019
51801370300,Presente,A,B,D,E,D,B,D,A,E,C,C,B,B,E,B,B,A,A,C,E,A,D,B,C,B,D,A,B,E,D,C,D,A,D,B,B,B,D,A,C,E,A,E,A,C,A,D,D,B,A,E,B,C,D,D,A,B,B,A,D,B,E,E,D,A,A,E,E,C,B,2019
51801397003,Presente,C,A,D,B,E,B,D,A,E,E,E,B,D,E,B,C,C,A,C,D,A,E,B,C,B,D,A,B,E,D,C,C,E,B,E,B,B,E,D,A,C,C,A,B,B,B,E,A,D,C,B,E,B,C,E,A,B,E,C,D,B,E,B,B,C,A,E,C,B,A,2019
51801361214,Presente,C,E,A,D,A,C,B,A,E,B,C,D,C,A,C,E,E,A,D,D,A,D,B,C,B,D,A,B,E,C,E,D,E,A,A,B,D,E,A,C,C,A,E,E,C,A,D,B,B,A,B,A,C,B,D,A,E,B,B,E,A,C,B,A,A,B,E,C,C,A,2019
51801354033,Presente,C,B,D,C,D,A,E,B,D,A,C,D,A,B,E,B,B,A,B,E,E,A,D,C,D,D,A,B,B,D,E,B,E,D,A,D,C,E,C,C,E,B,D,D,B,A,B,E,C,C,E,A,C,B,D,B,A,B,E,C,B,C,D,A,B,B,D,B,D,E,2019
51801354488,Presente,E,A,D,E,B,B,D,B,E,B,A,E,A,E,C,B,D,B,C,B,B,A,A,C,E,B,A,E,C,E,A,E,D,B,A,C,A,E,A,C,A,D,B,C,B,D,C,B,E,C,D,B,C,D,E,C,B,E,A,C,C,B,B,C,A,E,B,B,E,A,2019
51801394604,Presente,A,B,D,E,E,B,D,A,E,C,A,D,B,E,B,B,A,B,C,E,C,D,B,C,B,D,A,B,E,D,C,D,E,E,A,D,B,E,D,E,C,B,D,A,E,A,D,B,B,D,B,B,A,E,E,A,B,C,D,C,B,D,B,A,E,C,B,D,C,A,2019
51801374256,Presente,A,B,D,D,C,B,B,D,B,C,C,B,E,E,B,B,C,C,C,E,A,D,B,C,B,D,A,D,E,D,C,D,E,B,B,B,B,E,E,E,E,A,C,B,E,A,B,D,B,E,B,B,C,B,E,A,B,E,C,D,C,D,D,A,E,A,E,C,C,B,2019
51801361750,Presente,A,B,D,D,E,B,D,A,E,B,C,A,D,C,B,B,C,A,C,C,A,C,B,C,D,A,A,B,D,D,A,D,E,A,D,D,A,E,C,C,D,A,D,D,B,E,A,A,D,A,C,B,C,B,A,A,E,A,A,C,C,D,D,A,A,C,B,D,C,E,2019
51801354632,Presente,D,C,D,D,C,C,C,C,E,C,A,D,A,A,E,C,A,C,C,B,C,E,C,C,C,D,C,D,D,D,A,B,C,A,B,D,A,E,C,A,C,B,B,A,B,E,C,C,B,A,C,E,E,C,D,C,B,E,C,C,B,D,E,B,A,A,B,C,C,E,2019
51801395397,Presente,A,A,D,E,E,B,D,A,A,E,B,A,B,A,A,B,D,A,D,D,E,D,B,C,B,D,A,B,E,D,D,D,A,A,B,C,B,E,A,C,E,A,D,D,B,A,E,B,A,C,E,B,C,A,E,A,B,E,C,C,B,E,C,A,B,C,E,E,E,A,2019
51801354390,Presente,B,E,E,D,A,B,D,A,D,C,C,A,A,C,E,B,D,A,B,A,A,C,B,C,B,B,A,C,E,D,A,D,A,B,D,D,E,E,D,D,D,D,D,C,C,D,D,B,B,C,C,B,C,B,B,A,D,E,B,C,C,C,D,D,C,A,E,A,C,C,2019
51801392033,Presente,A,B,D,B,C,C,D,B,D,C,C,B,A,E,C,B,A,A,B,E,E,A,B,C,B,D,A,B,E,D,C,D,A,C,A,D,B,E,C,D,B,A,D,A,B,D,D,A,E,C,B,B,C,D,E,A,B,B,D,C,B,E,C,A,A,A,D,D,C,A,2019
51801369689,Presente,B,D,E,C,A,D,D,A,C,E,C,D,A,A,A,D,B,A,E,C,A,B,B,C,B,D,D,A,E,D,A,B,A,D,D,C,D,E,B,C,C,E,D,A,E,C,A,E,C,A,D,B,E,B,D,A,E,B,C,C,D,E,B,A,C,A,B,E,E,E,2019
51801393247,Presente,C,A,D,B,C,D,D,C,A,C,C,B,D,E,B,C,B,B,C,C,C,E,B,C,B,D,A,B,A,D,C,B,E,A,B,A,B,E,A,E,E,D,D,D,C,A,A,A,C,C,B,B,B,A,D,A,A,B,E,D,E,E,B,B,A,D,E,A,C,A,2019
51801381717,Presente,A,E,D,B,D,B,D,A,E,D,A,B,E,E,B,B,C,E,C,E,E,D,C,C,B,D,A,D,E,D,C,D,A,D,B,C,B,E,C,C,E,A,D,B,E,A,E,C,A,C,D,B,B,B,C,D,B,B,D,C,B,C,D,B,E,C,D,C,C,D,2019
51801354295,Ausente,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019
51801395373,Presente,C,A,E,D,C,B,B,A,D,D,C,C,D,D,E,B,A,A,C,D,C,D,C,C,B,D,A,B,A,D,A,E,E,A,B,D,B,E,D,C,B,D,B,C,E,A,A,D,B,C,B,C,C,E,B,C,E,E,B,B,D,B,A,A,A,A,B,A,C,E,2019
51801393007,Presente,C,B,D,E,E,B,A,A,A,E,C,B,D,E,B,B,B,A,D,E,A,B,B,C,B,D,A,D,B,D,C,D,A,A,D,C,B,E,C,A,D,A,D,B,E,A,D,A,C,C,C,E,D,B,A,C,B,A,D,C,D,D,B,C,A,A,B,A,C,D,2019
51801392299,Presente,C,B,D,A,D,E,B,B,D,C,A,E,A,E,E,C,D,B,C,D,B,D,B,C,B,D,A,D,E,D,B,E,D,A,B,A,D,E,C,E,D,B,D,C,A,A,D,B,A,C,E,A,C,A,D,A,B,E,C,C,B,E,A,D,A,C,B,C,B,E,2019
51801363318,Presente,D,D,E,A,E,D,D,E,D,B,A,E,C,E,E,B,A,A,C,D,A,C,C,C,D,D,A,D,B,D,B,D,A,E,A,C,B,E,C,E,D,D,B,E,B,A,E,C,A,B,B,B,B,E,D,A,E,E,E,E,D,D,E,D,C,A,D,A,E,A,2019
51801397203,Presente,C,B,D,A,E,A,D,B,A,C,A,A,D,E,B,B,D,D,D,C,A,E,B,A,C,D,A,B,E,D,B,D,A,A,B,C,B,E,C,A,E,E,B,A,B,C,C,B,D,E,E,B,A,A,D,C,B,B,A,D,A,A,A,C,C,C,E,B,D,A,2019
51802397433,Presente,A,B,D,E,D,D,B,A,C,A,C,B,A,E,E,B,D,B,A,E,B,A,B,C,B,D,A,B,E,C,A,D,A,A,D,A,B,E,A,C,E,D,B,C,A,A,D,B,B,C,E,B,C,B,E,A,B,B,C,C,B,C,C,D,B,B,E,A,C,B,2019
51802394200,Presente,B,B,D,E,A,B,D,B,D,C,C,A,D,E,B,B,E,D,B,D,A,E,B,C,B,A,A,B,B,D,D,A,A,D,E,B,A,E,A,D,C,A,D,E,C,A,A,B,A,A,D,C,A,B,A,D,B,E,E,D,C,B,A,A,D,C,D,B,E,B,2019
51801369282,Presente,D,A,C,D,B,D,A,B,E,B,C,A,D,E,B,B,C,A,E,D,E,C,B,C,D,D,A,D,D,D,A,D,A,B,B,D,B,B,A,C,C,D,E,E,A,A,E,C,C,A,D,B,B,D,A,C,E,D,E,C,B,E,C,D,A,B,E,C,E,A,2019
51801373474,Presente,C,B,D,E,E,B,D,A,E,C,C,B,D,D,D,B,A,A,C,E,A,B,B,C,C,B,A,D,E,D,A,D,A,C,E,A,B,E,E,C,E,A,D,D,C,A,E,D,A,C,B,B,D,B,E,A,B,B,E,C,D,D,D,D,E,A,E,E,C,A,2019
51801394178,Presente,A,B,D,E,C,B,C,A,B,C,C,B,B,E,E,B,B,B,B,E,E,C,C,C,B,E,A,B,B,D,D,B,A,A,D,C,B,A,C,A,E,A,D,D,B,A,B,B,C,C,E,B,E,B,E,A,B,E,B,D,A,E,D,A,E,A,B,B,C,A,2019
